dcas_bbl,dcas_hnum,display_hnum,dcas_sname,sname_1b,parcel_name,display_name,agency,primary_use_code,primary_use_text,reviewed
2031230073,2033,2033,HONEYWELL AVENUE,HONEYWELL AVENUE,DALY AVE./HISPANOS UNIDOS GDN,DALY AVE./HISPANOS UNIDOS GARDEN,PARKS,472,COMMUNITY GARDEN,Y
4116070001,126-10,126-10,109 AVENUE,109 AVENUE,PS 121 & PLAYGROUND,PS 121 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
3024510012,392,392,SOUTH 4 STREET,SOUTH    4 STREET,NUESTROS NINOS DCC PLAYLOT,NUESTROS NINOS DCC PLAYGROUND,EDUC,434,ACCESSORY PLAY AREA,Y
4159540058,,,BEACH 37 STREET,BEACH   37 STREET,NORTON AVE,NORTON AVENUE,DOT,880,ROAD/HIGHWAY,Y
3037680001,330,330,ALABAMA AVENUE,ALABAMA AVENUE,PS 328 & PLAYGROUND,PS 328 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
2058501550,5550,5550,RIVERDALE AVENUE,RIVERDALE AVENUE,PS 81 & PLAYGROUND,PS 81 AND PLAYGROUND,PARKS,431,PLAYGROUND,Y
1018160001,535,535,EAST 119 STREET,EAST  119 STREET,PS 112 (TANDEM PS 206) & PLGD,PS 112 (TANDEM PS 206) AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
4002940125,27-30,27-30,BORDEN AVENUE,BORDEN AVENUE,BORDEN AVE BR. STRUCTURE,BORDEN AVENUE BRIDGE STRUCTURE,DOT,880,ROAD/HIGHWAY,Y
5007670038,,,SUFFOLK AVENUE,SUFFOLK AVENUE,WESTWOOD AVE,WESTWOOD AVENUE,DOT,880,ROAD/HIGHWAY,Y
2028610063,1732,1732,DAVIDSON AVENUE,DAVIDSON AVENUE,DAVIDSON AVE. COMMUNITY DCC,DAVIDSON AVENUE COMMUNITY DCC,EDUC,217,EARLY CHILDHOOD CENTER,Y
3032340001,191,191,CENTRAL AVENUE,CENTRAL AVENUE,OLD 83PCT OFF STREET PARKING,OLD 83 PRECINCT OFF STREET PARKING,NYPD,1020,OUTDOOR PARKING,Y
3016020019,990,990,DEKALB AVENUE,DEKALB AVENUE,PS 81 & ELEANOR ROOSEVELT PLGD,PS 81 AND ELEANOR ROOSEVELT PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
2029450018,1826,1826,ARTHUR AVENUE,ARTHUR AVENUE,TREMONT HLTH CENTER & PARK STP,TREMONT HEALTH CENTER AND PARK STRIP,HLTH,630,AMBULATORY HEALTH FACILITY,Y
3016240010,257,257,SUMNER AVENUE,SUMNER AVENUE,FRMR EMANUEL PROG DCC PLAYLOT,FRMR EMANUEL PROG DCC PLAYGROUND,DCAS,431,PLAYGROUND,Y
1015960075,62,62,LENOX AVENUE,LENOX AVENUE,MARTIN LUTHER KING HSES PLGD.,MARTIN LUTHER KING HOUSES PLAYGROUND,PARKS,431,PLAYGROUND,Y
1001710031,60,60,LAFAYETTE STREET,LAFAYETTE STREET,FIELD OFFICE-MN FAMILY CT DIVN,FIELD OFFICE-MANHATTAN FAMILY COURT DIVISION,PRIV,100,OFFICE,Y
4033630001,21-27,21-27,HIMROD STREET,HIMROD STREET,GROVER CLEVELAND HS & ATHL FLD,GROVER CLEVELAND HIGH SCHOOL AND ATHLETIC FIELD,EDUC,213,ACADEMIC HIGH SCHOOL,Y
4079540139,,,88 AVENUE,88 AVENUE,88TH AVE,88TH AVENUE,DOT,880,ROAD/HIGHWAY,Y
1015240023,1700,1700,3 AVENUE,3 AVENUE,PS 198 & JOP (JUDGE SEABURY),PS 198 AND JOP (JUDGE SEABURY),EDUC,211,ELEMENTARY SCHOOL,Y
3016740011,272,272,MCDONOUGH STREET,MCDONOUGH STREET,J.H.S 35 & PLAYGROUND,J.H.S 35 AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
4036370025,,,OTTO ROAD,OTTO ROAD,CENTRAL AVE,CENTRAL AVENUE,DOT,880,ROAD/HIGHWAY,Y
3013890035,1025,1025,EASTERN PARKWAY,EASTERN PARKWAY,PS 167 & PLAYGROUND,PS 167 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
4082210012,51-60,51-60,MARATHON PARKWAY,MARATHON PARKWAY,JHS 67 & PLAYGROUND (JOP),JHS 67 AND PLAYGROUND (JOP),EDUC,212,INTERMEDIATE SCHOOL,Y
3035100011,2045-55,2045-55,UNION STREET,UNION STREET,SUTTER AVE - UNIONS ST,SUTTER AVENUE - UNION ST,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
5000090017,,,RICHMOND TERRACE,RICHMOND TERRACE,PARKING - COURTS & HEALTH CTR,PARKING - COURTS AND HEALTH CTR,DCAS,1021,OUTDOOR PARKING - AGENCY VEHICLES,Y
2024560100,1116,1116,SHERIDAN AVENUE,SHERIDAN AVENUE,PS 90 & MINI SCHOOL,PS 90 AND MINI SCHOOL,EDUC,211,ELEMENTARY SCHOOL,Y
1018150002,342,342,PLEASANT AVENUE,PLEASANT AVENUE,PLEASANT VILLAGE COMMUNITY PK,PLEASANT VILLAGE COMMUNITY PARK,PARKS,472,COMMUNITY GARDEN,Y
4035290083,,,MADISON STREET,MADISON STREET,ALBERT C BENNIGER PLGD,ALBERT C BENNIGER PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
3087600060,2001,2001,ORIENTAL BOULEVARD,ORIENTAL BOULEVARD,KINGSBOUGH COMM COLLEGE & H.S,KINGSBOROUGH COMMUNITY COLLEGE AND LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,CUNY,221,COMMUNITY COLLEGE,Y
3027120001,466,466,LEONARD STREET,LEONARD STREET,JHS 126 & PLAYGROUND,JHS 126 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
2032610102,3340,3340,BAILEY AVENUE,BAILEY AVENUE,FORT INDEPENDENCE ST-HEATH AVE,FORT INDEPENDENCE ST-HEATH AVENUE,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
3017970057,490,490,GREENE AVENUE,GREENE AVENUE,GREENE AVENUE UNITED NGHBD PK,GREENE AVENUE UNITED NEIGHBORHOOD PARK,PARKS,472,COMMUNITY GARDEN,Y
4006380037,3538,3538,35 STREET,35 STREET,ARROW COMM GARDEN & PLAYGROUND,ARROW COMMUNITY GARDEN AND PLAYGROUND,PARKS,451,RECREATION CENTER/GYMNASIUM,Y
3034150039,690,690,EVERGREEN AVENUE,EVERGREEN AVENUE,BUSHWICK 2 (GROUP A & C),BUSHWICK 2 (GROUP A AND C),NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
4079300002,230-17,230-17,HILLSIDE AVENUE,HILLSIDE AVENUE,M. VAN BUREN HS & ATHLTC FLD,M. VAN BUREN HS AND ATHLETIC FIELD,EDUC,213,ACADEMIC HIGH SCHOOL,Y
4066970012,70-35,70-35,150 STREET,150 STREET,PS 165 & PLAYGROUND (JOP),PS 165 AND PLAYGROUND (JOP),EDUC,211,ELEMENTARY SCHOOL,Y
2023900001,1245,1245,WASHINGTON AVENUE,WASHINGTON AVENUE,PS 132 & PLAYGROUND (JOP),PS 132 AND PLAYGROUND (JOP),EDUC,211,ELEMENTARY SCHOOL,Y
5044440001,63,63,ARTHUR KILL ROAD,ARTHUR KILL ROAD,LA TOURETTE PARK & GOLF COURSE,LA TOURETTE PARK AND GOLF COURSE,CULT,390,OTHER CULTURAL FACILITY,Y
2024110119,335,335,EAST  152 STREET,EAST  152 STREET,PS 1 & A.L. SMITH HS PLGD,PS 1 AND AL SMITH HIGH SCHOOL AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
1019640001,1315,1315,AMSTERDAM AVENUE,AMSTERDAM AVENUE,GRANT HOUSES & J ROBINSON SC,GRANT HOUSES AND J ROBINSON SENIOR CENTER,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
3045550001,803,803,FORBELL STREET,FORBELL STREET,BK DERELICT VEHICLE OFFICE,BROOKLYN DERELICT VEHICLE OFFICE,SANIT,940,COMBINED MAINTENANCE/STORAGE FACILITY,Y
4034800001,,,WOODWARD AVENUE,WOODWARD AVENUE,MYRTLE AVE. EL,MYRTLE AVENUE EL,NYCTA,861,TRANSIT WAY,Y
5044410100,,,RICHMOND TOWN ROAD,RICHMOND TOWN ROAD,LA TOURETTE PARK & GOLF COURSE,LA TOURETTE PARK AND GOLF COURSE,PARKS,440,PARK,Y
3005660001,71,71,SULLIVAN STREET,SULLIVAN STREET,PS 15 & PLAYGROUND,PS 15 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
4090670001,93-11,93-11,101 AVENUE,101 AVENUE,IS 210 & PLAYGROUND,IS 210 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
1014340001,1130,1130,2 AVENUE,2 AVENUE,QUEENSBORO BRIDGE/MAN 81&63SEC,QUEENSBORO BRIDGE/MAN 81 AND 63SEC,SANIT,1370,SANITATION SECTION STATION,Y
3020980013,29,29,FT GREENE PLACE,FT GREENE PLACE,BKLYN TECHNICAL HS,BROOKLYN TECHNICAL HS,EDUC,213,ACADEMIC HIGH SCHOOL,Y
4097240173,85-05,85-05,144 STREET,144 STREET,JHS 217 & PLAYGROUND (JOP),JHS 217 AND PLAYGROUND (JOP),EDUC,212,INTERMEDIATE SCHOOL,Y
4014920034,,,BAXTER AVENUE,BAXTER AVENUE,BAXTER AVE,BAXTER AVENUE,DOT,880,ROAD/HIGHWAY,Y
1022150623,5365,5365,BROADWAY,BROADWAY,MARBLE HILL HSES & PLAYGROUND,MARBLE HILL HOUSES AND PLAYGROUND,PARKS,431,PLAYGROUND,Y
3002661001,210,210,JORALEMON STREET,JORALEMON STREET,RUTH B. GINSBURG BK MUNI BLDG,RUTH BADER GINSBURG BROOKLYN MUNICIPAL BUILDING,DCAS,1900,IN USE-TENANTED,Y
4077230001,61-15,61-15,OCEANIA STREET,OCEANIA STREET,IS 74 & PLAYGROUND,IS 74 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3007550022,309,309,47 STREET,47 STREET,PS 1 & MINISCHOOL & PLGD,PS 1 AND MINISCHOOL & PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
3018000003,263,263,TOMPKINS AVENUE,TOMPKINS AVENUE,N.Y.C.P.D. 79TH PRECINCT,NYPD 79TH PRECINCT,NYPD,510,POLICE STATION,Y
4099860070,91-20,91-20,146 STREET,146 STREET,ARCHER AVE. STATION PLZA STG1,ARCHER AVENUE STATION PLZA STG1,HPD,1900,IN USE-TENANTED,Y
1001710031,60,60,LAFAYETTE STREET,LAFAYETTE STREET,FIELD OFFICE-MN FAMILY CT DIVN,FIELD OFFICE-MANHATTAN FAMILY COURT DIVISION,DOITT,100,OFFICE,Y
3001390020,360,360,ADAMS STREET,ADAMS STREET,SUPREME&SURROGATE COURT,SUPREME AND SURROGATE COURT,DCAS,1380,CUSTODIAL,Y
1019410016,225,225,WEST 135 STREET,WEST  135 STREET,32 PCT PERSONNEL PARKING,32 PRECINCT PERSONNEL PARKING,NYPD,1020,OUTDOOR PARKING,Y
3024190001,183,183,SOUTH    3 STREET,SOUTH    3 STREET,JHS 50 & PLAYGROUND,JHS 50 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
4033340071,7610,7610,AUSTIN STREET,AUSTIN STREET,LEO EHRENREICH -AUSTIN ST PLGD,LEO EHRENREICH -AUSTIN ST PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
3002661001,210,210,JORALEMON STREET,JORALEMON STREET,RUTH B. GINSBURG BK MUNI BLDG,RUTH BADER GINSBURG BROOKLYN MUNICIPAL BUILDING,NYCTA,860,TRANSIT FACILITY,Y
3018190014,344,344,MONROE STREET,MONROE STREET,PS 305 & PLAYGROUND (JOP),PS 305 AND PLAYGROUND (JOP),EDUC,211,ELEMENTARY SCHOOL,Y
3007250100,44,44,43 STREET,43 STREET,FIRST AVE RAIL YARD,FIRST AVENUE RAIL YARD,DSBS,859,OTHER RAIL FACILITY,Y
3012330026,801,801,PARK PLACE,PARK PLACE,PS 138 & PLAYGROUND,PS 138 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
3013610071,1429,1429,PROSPECT PLACE,PROSPECT PLACE,GEORGE CONLIFFE DCC PLAYLOT,GEORGE CONLIFFE DCC PLAYGROUND,EDUC,434,ACCESSORY PLAY AREA,Y
2037890021,1075,1075,PUGSLEY AVENUE,PUGSLEY AVENUE,PS 119 & PLAYGROUND (JOP),PS 119 AND PLAYGROUND (JOP),EDUC,211,ELEMENTARY SCHOOL,Y
5047910085,,,FOX LANE,FOX LANE,SI LEVEE PROJECT PHASE 2,STATEN ISLAND LEVEE PROJECT PHASE 2,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,Y
1021530053,535,535,WEST  179 STREET,WEST  179 STREET,FORT WASH REGIONAL BRANCH LIBR,FORT WASHINGTON REGIONAL BRANCH LIBRARY,NYPL,332,BRANCH LIBRARY,Y
4091360225,,,SUTTER AVENUE,SUTTER AVENUE,CORNER OF 77TH ST & SUTTER AVE,CORNER OF 77TH ST AND SUTTER AVENUE,DOT,880,ROAD/HIGHWAY,Y
1002540020,0,,PIKE STREET,PIKE STREET,MANH BR ANCHOR/COLEMAN SQ PLGD,MANHATTAN BR ANCHOR/COLEMAN SQ PLAYGROUND,PARKS,440,PARK,Y
3044010001,923,923,JEROME STREET,JEROME STREET,PS 273 & PLAYGROUND. (JOP),PS 273 AND PLAYGROUND. (JOP),PARKS,430,PLAYGROUND/SPORTS AREA,Y
3017930009,1033-31,1033-31,BEDFORD AVENUE,BEDFORD AVENUE,CLIFTON PL MEMORIAL PK & GARD,CLIFTON PL MEMORIAL PARK AND GARDEN,PARKS,472,COMMUNITY GARDEN,Y
4131010032,221-16,221-16,134 ROAD,134 ROAD,FHA REPOSSESSED HSES GROUP 2,FHA REPOSSESSED HOUSES GROUP 2,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
2023340001,339,339,MORRIS AVENUE,MORRIS AVENUE,IS 183 PLGD,IS 183 PLAYGROUND,EDUC,431,PLAYGROUND,Y
3032320055,1297,1297,DE KALB AVENUE,DE KALB AVENUE,OLD 83 PCT OFF STREET PARKING,OLD 83 PRECINCT OFF STREET PARKING,NYPD,1020,OUTDOOR PARKING,Y
5047920208,641,641,CEDAR GROVE AVENUE,CEDAR GROVE AVENUE,SI LEVEE PROJECT PHASE 2,STATEN ISLAND LEVEE PROJECT PHASE 2,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,Y
3018190014,344,344,MONROE STREET,MONROE STREET,PS 305 & PLAYGROUND (JOP),PS 305 AND PLAYGROUND (JOP),PARKS,430,PLAYGROUND/SPORTS AREA,Y
5048030018,134,134,TARLTON STREET,TARLTON STREET,SI LEVEE PROJECT PHASE 2,STATEN ISLAND LEVEE PROJECT PHASE 2,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,Y
5000220001,105,105,HAMILTON AVENUE,HAMILTON AVENUE,CURTIS HS & ATHLETIC FIELD,CURTIS HS AND ATHLETIC FIELD,EDUC,213,ACADEMIC HIGH SCHOOL,Y
3039490018,135,135,SCHENCK AVENUE,SCHENCK AVENUE,PS 290 & PLAYGROUND,PS 290 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
2047520106,,,GUNTHER AV,GUNTHER AVENUE,IRT DYRE AVE. R.O.W,IRT DYRE AVENUE RIGHT OF WAY,NYCTA,890,OTHER TRANSPORTATION FACILITY,Y
2029350007,1394,1394,FRANKLIN AVE,FRANKLIN AVENUE,FRANKLIN AVE. II CONVENTIONAL,FRANKLIN AVENUE II CONVENTIONAL,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
2046290050,711,711,MAGENTA STREET,MAGENTA STREET,GUN HILL HOUSES & SENIOR CENTR,GUN HILL HOUSES AND SENIOR CENTER,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
4051070200,43-50,43-50,MAIN STREET,MAIN STREET,KISSENA CORRIDOR PK/QNS BOT GD,KISSENA CORRIDOR PARK/QUEENS BOTANICAL GARDEN,CULT,350,BOTANICAL GARDEN,Y
3036990033,281,281,GLENMORE AVENUE,GLENMORE AVENUE,E BKLYN INDUST'L PARK-SITE 17,E BROOKLYN INDUSTRIAL PARK-SITE 17,EDC,1500,NO USE,Y
3086980001,502,502,SURF AVENUE,SURF AVENUE,ASSER LEVY PARK & AQUARIUM,ASSER LEVY PARK AND AQUARIUM,CULT,340,ZOO/AQUARIUM,Y
3039260045,200,200,LINWOOD STREET,LINWOOD STREET,PS 108 & PLAYGROUND,PS 108 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
3036990034,279,279,GLENMORE AVENUE,GLENMORE AVENUE,E BKLYN INDUST'L PARK-SITE 17,E BROOKLYN INDUSTRIAL PARK-SITE 17,EDC,1520,NO USE-VACANT LAND,Y
5023590200,,,FOREST HILL ROAD,FOREST HILL ROAD,LA TOURETTE PARK.& GOLF COURSE,LA TOURETTE PARK AND  GOLF COURSE,PARKS,440,PARK,Y
1017710059,120,120,EAST 123 STREET,EAST  123 STREET,PARK AVE E 122&123 ST HOUSES,PARK AVENUE E 122 AND 123 ST HOUSES,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
3053230032,23-Jan,23-Jan,ALBEMARLE ROAD,ALBEMARLE ROAD,PS 230 & PLAYGROUND (JOP),PS 230 AND PLAYGROUND (JOP),EDUC,211,ELEMENTARY SCHOOL,Y
2026640029,628,628,TINTON AVENUE,TINTON AVENUE,PS 161 & PLAYGROUND (JOP),PS 161 AND PLAYGROUND (JOP),EDUC,211,ELEMENTARY SCHOOL,Y
1017670072,1689,1689,PARK AVENUE,PARK AVENUE,25 PCT PERSONNEL PARKING,25 PRECINCT PERSONNEL PARKING,NYPD,1020,OUTDOOR PARKING,Y
3021750080,51,51,ROSS STREET,ROSS STREET,TAYLOR ST WYTHE AVE HOUSES,TAYLOR ST WYTHE AVENUE HOUSES,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
3034760005,36,36,CONWAY STREET,CONWAY STREET,CONWAY ST STORAGE & PRKNG FAC,CONWAY STREET STORAGE AND PARKING FACILITY,MTA,890,OTHER TRANSPORTATION FACILITY,Y
1003230001,605,605,FDR DRIVE,FDR DRIVE,BARUCH & BARUCH ADDITION HSES,BARUCH AND BARUCH ADDITION HOUSES,PARKS,440,PARK,Y
3022360009,370,370,MARCY AVENUE,MARCY AVENUE,PS 380 & PLAYGROUND,PS 380 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
3006250250,,,19 STREET,19 STREET,HAMILTON AVE TRANFER STATION,HAMILTON AVENUE TRANSFER STATION,DCAS,1520,NO USE-VACANT LAND,Y
5000710011,135,135,CASSIDY PLACE,CASSIDY PLACE,CASSIDY-LAFAYTE HSES& COLES SC,CASSIDY-LAFAYETTE HOUSES AND COLES SENIOR CENTER,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
5039300010,455,455,NEW DORP LANE,NEW DORP LANE,NEW DORP HS & AF,NEW DORP HIGH SCHOOL AND ATHELETIC FIELD,EDUC,213,ACADEMIC HIGH SCHOOL,Y
3000560007,209,209,YORK STREET,YORK STREET,PS 307 & PLAYGROUND,PS 307 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
3035860042,756,756,HOPKINSON AVENUE,HOPKINSON AVENUE,HOPKINSON R&L CBLK ASSOC. GDN,HOPKINSON R AND L CBLK ASSOC. GARDEN,PARKS,472,COMMUNITY GARDEN,Y
3009810001,323-341,323-341,4 AVENUE,4 AVENUE,JJ BYRNE MEM PK,JJ BYRNE MEMORIAL PARK,PARKS,440,PARK,Y
3050750001,18,18,MARLBOROUGH ROAD,MARLBOROUGH ROAD,PS 249 & PLAYGROUND,PS 249 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
3032340002,189,189,CENTRAL AVENUE,CENTRAL AVENUE,OLD 83PCT OFF STREET PARKING,OLD 83 PRECINCT OFF STREET PARKING,NYPD,1020,OUTDOOR PARKING,Y
2033380054,3309,3309,BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,BX COUNTY HISTORICAL SOCIETY,BRONX COUNTY HISTORICAL SOCIETY,CULT,390,OTHER CULTURAL FACILITY,Y
4071170421,195-02,195-02,69 AVENUE,69 AVENUE,PS 26 & PLAYGROUND,PS 26 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
3017430018,70,70,TOMPKINS AVENUE,TOMPKINS AVENUE,IS 33 & PLAYGROUND,IS 33 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3012760008,819,819,NOSTRAND AVENUE,NOSTRAND AVENUE,SUBSTAION,SUBSTATION,NYCTA,860,TRANSIT FACILITY,Y
2046630046,3710,3710,BARNES AVENUE,BARNES AVENUE,A. HAYWOOD/OLINV'L HS PLGD-JOP,A. HAYWOOD/OLINV'L HS PLAYGROUND JOP,PARKS,431,PLAYGROUND,Y
3036990009,83,83,HINSDALE STREET,HINSDALE STREET,HINSDALE YARD BKLYN WMS SHLTR,HINSDALE YARD BROOKLYN WOMEN'S SHELTER,DHS,1023,OUTDOOR PARKING - CLIENTS,Y
4076190001,218-12,218-12,67 AVENUE,67 AVENUE,PS 46 & PLAYGROUND (JOP),PS 46 AND PLAYGROUND (JOP),EDUC,211,ELEMENTARY SCHOOL,Y
3019830010,170,170,GATES AVENUE,GATES AVENUE,PS 56 & PLAYGROUND,PS 56 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
5008600053,,,RIDGE AVENUE,RIDGE AVENUE,BED OF RIDGE AVE,BED OF RIDGE AVENUE,DOT,880,ROAD/HIGHWAY,Y
2029970030,1705,1705,BRYANT AVENUE,BRYANT AVENUE,BRYANT AVE  E 174 ST PROJECTS,BRYANT AVENUE  E 174 ST PROJECTS,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
4123410031,166-01,166-01,116 AVENUE,116 AVENUE,PS 140 & PLAYGROUND,PS 140 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
5057530001,,,EUCLID AVENUE,EUCLID AVENUE,R-120 ARDEN HEIGHTS WOODS PK,R-120 ARDEN HEIGHTS WOODS PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,Y
2032390004,2660,2660,BAILEY AVENUE,BAILEY AVENUE,BAILEY AVE&WEST 193 ST PROJECT,BAILEY AVENUE AND WEST 193 ST PROJECT,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
1015240023,1700,1700,3 AVENUE,3 AVENUE,PS 198 & JOP (JUDGE SEABURY),PS 198 AND JOP (JUDGE SEABURY),PARKS,431,PLAYGROUND,Y
4095400002,101-01,101-01,ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,JOHN ADAMS HS & ATHLETIC FIELD,JOHN ADAMS HS AND ATHLETIC FIELD,EDUC,213,ACADEMIC HIGH SCHOOL,Y
4092260057,86-02,86-02,114 STREET,114 STREET,PS 56 & PLGD (OLD R HILL ANX),PS 56 AND PLAYGROUND (OLD R HILL ANX),EDUC,211,ELEMENTARY SCHOOL,Y
2055680001,2705,2705,SCHLEY AVENUE,SCHLEY AVENUE,RANDALL AVE-BALCOM AVE,RANDALL AVE-BALCOM AVENUE,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
5021650170,10,10,TELEPORT DRIVE,TELEPORT DRIVE,TELEPORT LEASE TO PORT AUTH,TELEPORT LEASE TO PORT AUTHORITY,NYPD,100,OFFICE,Y
1004010031,542,542,EAST 6 STREET,EAST    6 STREET,6TH ST & AVE B COMM GARDEN,6TH STREET AND AVENUE B COMMUNITY GARDEN,PARKS,472,COMMUNITY GARDEN,Y
3040530021,1052,1052,SUTTER AVENUE,SUTTER AVENUE,OFF STREET PARKING FOR 75PCT,OFF STREET PARKING FOR 75 PRECINCT,NYPD,1020,OUTDOOR PARKING,Y
3058170055,333,333,65 STREET,65 STREET,N.Y.C.P.D. 68TH PRECINCT,NYPD 68TH PRECINCT,NYPD,510,POLICE STATION,Y
3014680075,1923,1923,STERLING PLACE,STERLING PLACE,73 PCT OFF-STREET PARKING,73 PRECINCT OFF-STREET PARKING,NYPD,1020,OUTDOOR PARKING,Y
4113610060,,,SUNRISE HIGHWAY,SUNRISE HIGHWAY,S CONDUIT AVE,S CONDUIT AVENUE,DOT,880,ROAD/HIGHWAY,Y
5044440001,63,63,ARTHUR KILL ROAD,ARTHUR KILL ROAD,LA TOURETTE PARK & GOLF COURSE,LA TOURETTE PARK AND GOLF COURSE,PARKS,440,PARK,Y
4066270055,,,VLEIGH ROAD,VLEIGH ROAD,VLEIGH PLACE & 76TH AVE,VLEIGH PLACE AND 76TH AVENUE,DOT,880,ROAD/HIGHWAY,Y
4136550001,253-50,253-50,149 AVENUE,149 AVENUE,PS 195 & PLAYGROUND (JOP),PS 195 AND PLAYGROUND (JOP),PARKS,430,PLAYGROUND/SPORTS AREA,Y
4005230040,,,12 STREET,12 STREET,RAVENSWOOD HOUSES PLGD,RAVENSWOOD HOUSES PLAYGROUND,PARKS,431,PLAYGROUND,Y
2028690077,1886,1886,HARRISON AVENUE,HARRISON AVENUE,HARRISON AVE REHAB (GROUP B),HARRISON AVENUE REHAB (GROUP B),NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
5012480200,361,361,GRANDVIEW AVENUE,GRANDVIEW AVENUE,MARINERS HARBOR HOUSES.PLGD,MARINERS HARBOR HOUSES PLAYGROUND,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
5047910090,,,,,SI LEVEE PROJECT PHASE 2,STATEN ISLAND LEVEE PROJECT PHASE 2,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,Y
3066110035,1662,1662,EAST 5 STREET,EAST    5 STREET,COL DAVID MARCURS MEM PLGD,COLONEL DAVID MARCUS MEMORIAL PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
4019620026,,,VAN CLEEF STREET,VAN CLEEF STREET,WESTSIDE AVE,WESTSIDE AVENUE,DOT,880,ROAD/HIGHWAY,Y
4003440001,25-05,25-05,37 AVENUE,37 AVENUE,PS 112  PLGD & DISTRICT OFFICE,PS 112  PLAYGROUND AND DISTRICT OFFICE,EDUC,211,ELEMENTARY SCHOOL,Y
1000730017,,,MARGINAL STREET,MARGINAL STREET,FORMERLY PIERS 19  20 & 21,"FORMERLY PIERS 19, 20 AND 21",PARKS,440,PARK,Y
2045420100,649,649,ARNOW AVENUE,ARNOW AVENUE,PARKSIDE HOUSES & SENIOR CENTR,PARKSIDE HOUSES AND SENIOR CENTER,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
3026130001,22,22,NORTH 15 STREET,NORTH   15 STREET,BWSO BK WATER/SEWER MAINT YARD,BWSO BROOKLYN WATER/SEWER MAINTENANCE YARD,DEP,940,COMBINED MAINTENANCE/STORAGE FACILITY,Y
4116380001,111-11,111-11,134 STREET,134 STREET,FREDERIC B. JUDGE MEM. PLGD,FREDERIC B. JUDGE MEM. PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
1002410013,271,271,MARGINAL STREET,MARGINAL STREET,PIERS 35 & 36  EMS ST.4/DIV.1,PIERS 35 AND 36  EMS ST.4/DIV.1,SANIT,940,COMBINED MAINTENANCE/STORAGE FACILITY,Y
