"Budget Code","Budget Code Name"
SCAC,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
SFNS,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
SUPV,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T147,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T323,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
TELK,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
TLAA,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
3090,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A503,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A510,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A671,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A860,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A950,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
ATS3,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B670,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B700,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
BEDN,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
CARS,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
D131,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
DCI1,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
DMIS,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
DOHR,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
DOSS,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
DSFP,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
E132,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
E543,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
F227,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
G426,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
G439,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
GATE,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
HADD,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
HPER,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
I073,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
M169,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
MSTU,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
OOLS,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P009,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P016,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P070,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P166,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P54X,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
PORT,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
Q068,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
Q107,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
Q226,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
Q752,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
RESK,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
S754,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T02C,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T131,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T148,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T690,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
TELD,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A433,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A410,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A461,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A472,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A595,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B060,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B132,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B536,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B640,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
C100,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
C250,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
DPPP,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
G434,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
HWAL,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
I528,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
K900,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
L170,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
LITE,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
MAD2,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
N169,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P004,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P130,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P152,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P721,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
Q119,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
Q133,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
Q212,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
RESF,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T06B,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T13L,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T145,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T718,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
TELI,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
WRAP,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A380,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A170,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A422,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A480,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
ATS1,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B171,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B232,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
C060,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
C132,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
CCUR,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
DCI3,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
DCIS,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
DSF2,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
F131,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
G169,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
G231,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
HBAR,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
HLNE,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
HQUE,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
HTEL,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
HWAS,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
I206,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
KMAD,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
M008,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
M189,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P014,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P072,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P102,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P128,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
Q035,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
Q149,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
RESI,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
SCOP,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T02A,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T13C,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T304,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
TELV,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
TICK,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
W169,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A167,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A471,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A596,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A615,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B012,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B131,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B535,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B690,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
BTAF,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
C280,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
C442,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
D454,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
D490,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
D542,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
E408,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
ECC2,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
F229,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
FMNF,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
FY93,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
G129,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
G428,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
G550,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
HLEH,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
HPRI,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
HRAN,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
I246,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
I303,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
K169,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
KFTH,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
KMAX,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
M152,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P007,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P043,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P054,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P186,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P195,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P205,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P64M,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
Q097,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
RESE,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
SIO2,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T06A,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T072,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T146,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T670,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
TELZ,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A462,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A169,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A460,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A587,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A617,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B537,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
C170,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
C310,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
C440,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
CAT5,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
D540,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
E129,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
E415,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
E451,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
E525,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
FY91,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
HROB,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
I125,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
K152,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
K721,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
MWST,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P005,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P023,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P056,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P092,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P131,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P153,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P751,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
QAHS,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
RESG,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T06C,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T13M,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T144,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
TELX,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
TIJB,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A132,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A209,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A443,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A469,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A506,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A515,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A528,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A641,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
ATS6,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B129,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B279,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B486,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
C382,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
COL2,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
D167,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
D170,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
E384,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
E465,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
F169,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
F231,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
FY98,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
G423,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
HFLV,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
HMAR,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
KLIN,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
MACO,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P039,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P048,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P075,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
PO14,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
Q021,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
QD25,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
R510,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
S584,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T05C,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T101,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T112,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T13D,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T710,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
TELQ,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
9410,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A488,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A509,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A592,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A611,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B140,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B229,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B474,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B544,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
B650,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
C129,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
C370,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
D335,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
D447,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
D537,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
E219,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
EMER,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
FY97,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
G554,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
HVAN,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
I170,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
J052,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
KMID,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
M109,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
NBEP,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
O169,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P003,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P047,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P050,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P069,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P20Q,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
P54R,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
Q093,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
QGHS,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
RESA,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T13K,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T142,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
T722,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
TECW,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
TLFA,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
X083,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
A466,"14TH ST STA-COMMUN DEV 14TH ST STA-COMMU","="""""
2454,"14 UASI - CALMS","="""""
2453,"14 UASI - CERT","="""""
2450,"14 UASI-CIMS/T&E","="""""
2452,"14 UASI - COOP","="""""
2458,"14 UASI - GIS","="""""
2456,"14 UASI - Human Services","="""""
2457,"14 UASI - Logistics","="""""
2461,"14 UASI - M&A","="""""
2460,"14 UASI - Notify NYC","="""""
2459,"14 UASI - NYC Tracker","="""""
2462,"14 UASI - PS","="""""
2455,"14 UASI - Regional Evac","="""""
2451,"14 UASI-RNY","="""""
MRKA,"1501 ST. MARKS AVE, BKLYN: LOAN PER ART","="""""
MRKB,"1501 ST. MARKS AVE, BKLYN: LOAN PER ART","="""""
3268,"1506 Project PrIDE","="""""
3260,"1506 Project PrIDE","="""""
3250,"1509 Brooklyn HIV Prevention & Care","="""""
3258,"1509 Brooklyn HIV Prevention & Care","="""""
LEAS,"150 FIRST AVE (MABOU MINES/PS 122): RECO","="""""
PGSS,"150TH ST SPINE, PHASE II - NYS DOT VAN W","="""""
PGCS,"150TH ST SPINE, PHASE II - NYS DOT VAN W","="""""
ACSW,"150 WILLIAM ST, MN: PURCHASE FURNITURE &","="""""
ACS6,"150 WILLIAM STREET, MN: INITIAL OUTFITTI","="""""
8086,"15/15 Supportive Housing","="""""
9229,"15/15 Supportive Housing","="""""
0504,"151ST EAU","="""""
SICK,"1520 SEDGWICK AVE, BX: LOAN PER ART 15,","="""""
WICK,"1520 SEDGWICK AVE, BX: LOAN PER ART 15,","="""""
BARI,"152 E 116TH ST, MN;  AFFORDABLE NEIGHBOR","="""""
BARY,"152 E 116TH ST, MN;  ANCP - THE AFFORDAB","="""""
BARO,"152 E 116TH ST, MN; THE AFFORDABLE NEIGH","="""""
BARO,"152 EAST 116TH STREET","="""""
BARY,"152 EAST 116TH STREET","="""""
BARI,"152 EAST 116TH STREET","="""""
PPOP,"153 EAST DR, PROSPECT PK, BKLYN: RECON O","="""""
WE84,"154 WEST 84TH STREET, MN: OWNED & OPERAT","="""""
LCAF,"155 WEST BROADWAY MAN RECONS DEMO WALLS","="""""
1561,"1561 WALTON AVE, BX; ELLA (EXTREMELY LOW","="""""
7807,"158-60 STANTON ST-SEC 8","="""""
SWS2,"15 BRANCH LIBRARIES, MN, BX, SI, PURCHAS","="""""
SWS1,"15 BRANCH LIBRARIES, MN, BX, SI: PURCHAS","="""""
EACP,"15 EAST CLARKE PLACE, BX: LOAN PER ARTIC","="""""
15GL,15GL,"="""""
DTMT,"15 METROTECH, BKLYN: INITIAL OUTFITTING","="""""
DTM2,"15 METROTECH, FLRS 18 AND 19 FOR DOITT","="""""
15ST,"15 STRATFORD RD, BKLYN: GREEN HOUSING PR","="""""
QA34,"15TH AVE BRIDGE BKLYN; HB ** 1039: RECON","="""""
2472,"15 UASI - CERT","="""""
2473,"15 UASI - COOP","="""""
2474,"15 UASI - GIS","="""""
2475,"15 UASI - HEALTH & MEDICAL","="""""
2476,"15 UASI - HUMAN SERVICES","="""""
2477,"15 UASI - LOGISTICS","="""""
2478,"15 UASI - MANAGEMENT AND ADMINISTRATION","="""""
2481,"15 UASI - MC","="""""
2481,"15 UASI - MC/CALMS","="""""
2479,"15 UASI - NOTIFY NY","="""""
2480,"15 UASI - NYC TRACKER","="""""
2470,"15 UASI - PS","="""""
2471,"15 UASI - READY NY","="""""
2483,"15 UASI - Tech","="""""
2482,"15 UASI - TRAINING & EXERCISE","="""""
9909,"161st STREET BID IN THE BRONX","="""""
163C,"163RD STREET IMPROVEMENT COUNCIL; FY'17","="""""
E074,"1680 LEXINGTON AVE, MISC IMP INCL UPGRAD","="""""
LEXC,"1680 LEXINGTON AVE, MN: RECON HEATING DI","="""""
LEX1,"1680 LEXINGTON AVE, MN: RECON INCL WATER","="""""
THTR,"1680 LEXINGTON AVE, MN: THEATER REHABILI","="""""
DMRT,"1684 RICHMOND TERRACE, SI: DEMO OF CITY-","="""""
HWDF,"16 COURT ST, BKLYN: INITIAL OUTFITTING F","="""""
16CT,"16 COURT ST, BKLYN: UPGRADE OF LEASED SP","="""""
2612,"16 UASI - CERT","="""""
2613,"16 UASI - COOP","="""""
2614,"16 UASI - GIS","="""""
2617,"16 UASI - Humanitarian Logistics","="""""
2619,"16 UASI - Management & Administration","="""""
2620,"16 UASI - Notify NYC","="""""
2615,"16 UASI - Planning","="""""
2610,"16 UASI - PS","="""""
2611,"16 UASI - RNY","="""""
2618,"16 UASI - Supply ChainLogistics","="""""
2622,"16 UASI - Support Services","="""""
2616,"16 UASI - Tech","="""""
2621,"16 UASI - Training & Exercises","="""""
B349,"16W. 61 ST.: MAN BORO OFFICE RECON INCL","="""""
DAVS,"1711 DAVIDSON AVE HEATING OIL","="""""
DASI,"171 MARKET ST, SI: CONSTRUCTION OF NEW A","="""""
A002,"1745 BATHGATE AVE, BLOCK 2916, LOT 2, BA","="""""
69NA,"175TH ST BRIDGE OVER METRO NORTH (BIN 22","="""""
HV19,"176TH ST; .7 ACRES; EEL 5 YRS NEW PARK B","="""""
SOU3,"1778-1880 SOUTHERN BLVD, BX: LOAN PER AR","="""""
SOU1,"1778-1880 SOUTHERN BLVD, BX: LOAN PER AR","="""""
SOU2,"1778-1880 SOUTHERN BLVD, BX: LOAN PER AR","="""""
7808,"1790-1812 PITKIN AVE-SEC 8","="""""
179R,"179TH ST PUMPING STATION, MN: RECON CEIL","="""""
17FE,"17TH PCT, MN: PURCHASE & INSTALL FURNITU","="""""
2708,"17 UASI - CALMS","="""""
2702,"17 UASI - CERT","="""""
2703,"17 UASI - COOP","="""""
2704,"17 UASI - GIS","="""""
2707,"17 UASI - Humanitarian Logistics","="""""
