OBJECTID,boro,bctcb2020,cenblock20
7463,Bronx,20460002000,360050000000000
7464,Bronx,20460002001,360050000000000
7465,Bronx,20460002002,360050000000000
7466,Bronx,20460002003,360050000000000
7467,Bronx,20462033001,360050000000000
7468,Bronx,20462033006,360050000000000
7469,Bronx,20462033007,360050000000000
7470,Bronx,20462033008,360050000000000
7471,Bronx,20462033009,360050000000000
7472,Bronx,20462033013,360050000000000
7473,Bronx,20462033015,360050000000000
7474,Bronx,20462033016,360050000000000
7475,Bronx,20462055003,360050000000000
7476,Bronx,20462055004,360050000000000
7477,Bronx,20462055005,360050000000000
7478,Bronx,20462055006,360050000000000
7479,Bronx,20462081000,360050000000000
7480,Bronx,20462081001,360050000000000
7481,Bronx,20462081002,360050000000000
7482,Bronx,20462081003,360050000000000
7483,Bronx,20462081006,360050000000000
7484,Bronx,20462082000,360050000000000
7485,Bronx,20462082001,360050000000000
7486,Bronx,20462082002,360050000000000
7487,Bronx,20462082003,360050000000000
7488,Bronx,20462082004,360050000000000
7489,Bronx,20462082005,360050000000000
7490,Bronx,20462082006,360050000000000
7491,Bronx,20462083000,360050000000000
7492,Bronx,20462083001,360050000000000
7493,Bronx,20462083002,360050000000000
7494,Bronx,20462083003,360050000000000
7495,Bronx,20462083004,360050000000000
7496,Bronx,20462083005,360050000000000
7497,Bronx,20462083006,360050000000000
7498,Bronx,20462084000,360050000000000
7499,Bronx,20462084001,360050000000000
7500,Bronx,20462084002,360050000000000
7501,Bronx,20462084003,360050000000000
7502,Bronx,20462084004,360050000000000
7503,Bronx,20462091001,360050000000000
7504,Bronx,20462091003,360050000000000
7505,Bronx,20462091004,360050000000000
7506,Bronx,20462091005,360050000000000
7507,Bronx,20462091006,360050000000000
7508,Bronx,20462091007,360050000000000
7509,Bronx,20462091008,360050000000000
7510,Bronx,20462091009,360050000000000
7511,Bronx,20462091010,360050000000000
7512,Bronx,20462091011,360050000000000
7513,Bronx,20462091014,360050000000000
7514,Bronx,20462091015,360050000000000
7515,Bronx,20462091016,360050000000000
7516,Bronx,20462091017,360050000000000
7517,Bronx,20462092001,360050000000000
7518,Bronx,20462092002,360050000000000
7519,Bronx,20462092003,360050000000000
7520,Bronx,20462092004,360050000000000
7521,Bronx,20462093000,360050000000000
7522,Bronx,20462093001,360050000000000
7523,Bronx,20484011000,360050000000000
7524,Bronx,20484011001,360050000000000
7525,Bronx,20484011005,360050000000000
7526,Bronx,20484012000,360050000000000
7527,Bronx,20484012001,360050000000000
7528,Bronx,20484012002,360050000000000
7529,Bronx,20484012004,360050000000000
7530,Bronx,20484012006,360050000000000
7531,Bronx,20484012009,360050000000000
7532,Bronx,20484012010,360050000000000
7533,Bronx,20484012011,360050000000000
7534,Bronx,20484012012,360050000000000
7535,Bronx,20484012013,360050000000000
7536,Bronx,20484012015,360050000000000
7537,Bronx,20484012016,360050000000000
7538,Bronx,20484013000,360050000000000
7539,Bronx,20484013001,360050000000000
7540,Bronx,20484013002,360050000000000
7541,Bronx,20484013003,360050000000000
7542,Bronx,20484013004,360050000000000
7543,Bronx,20484013005,360050000000000
7544,Bronx,20484013006,360050000000000
7545,Bronx,20484013007,360050000000000
7546,Bronx,20516011000,360051000000000
7547,Bronx,20516011001,360051000000000
7548,Bronx,20516011002,360051000000000
7549,Bronx,20516011003,360051000000000
7550,Bronx,20516011005,360051000000000
7551,Bronx,20516011006,360051000000000
7552,Bronx,20516011007,360051000000000
7553,Bronx,20516011008,360051000000000
7554,Bronx,20516011009,360051000000000
7555,Bronx,20516011010,360051000000000
7556,Bronx,20516011011,360051000000000
7557,Bronx,20516011012,360051000000000
7558,Bronx,20516011013,360051000000000
7559,Bronx,20516011014,360051000000000
7560,Bronx,20516011015,360051000000000
7561,Bronx,20516012001,360051000000000
7562,Bronx,20516012002,360051000000000
7563,Bronx,20516012003,360051000000000
7564,Bronx,20516012004,360051000000000
7565,Bronx,20516012005,360051000000000
7566,Bronx,20516012006,360051000000000
7567,Bronx,20516012007,360051000000000
7568,Bronx,20516012008,360051000000000
7569,Bronx,20516012009,360051000000000
7570,Bronx,20516012010,360051000000000
7571,Bronx,20516012011,360051000000000
7572,Bronx,20516013000,360051000000000
7573,Bronx,20516013001,360051000000000
7574,Bronx,20516013002,360051000000000
7575,Bronx,20516013003,360051000000000
7576,Bronx,20516013004,360051000000000
7577,Bronx,20516013005,360051000000000
7578,Bronx,20516013006,360051000000000
7579,Bronx,20516013007,360051000000000
7580,Bronx,20516013008,360051000000000
7581,Bronx,20516013009,360051000000000
7582,Bronx,20516013010,360051000000000
7583,Bronx,20516014000,360051000000000
7584,Bronx,20516014001,360051000000000
7585,Bronx,20516014002,360051000000000
7586,Bronx,20516014003,360051000000000
7587,Bronx,20516014004,360051000000000
7588,Bronx,20516014005,360051000000000
7589,Bronx,20516014006,360051000000000
7590,Bronx,20516014007,360051000000000
7591,Bronx,20516014008,360051000000000
7592,Bronx,20516014009,360051000000000
7593,Bronx,20516014010,360051000000000
7594,Bronx,20516014011,360051000000000
7595,Brooklyn,30001001000,360470000000000
7596,Brooklyn,30001001001,360470000000000
7597,Brooklyn,30001001002,360470000000000
7598,Brooklyn,30001001005,360470000000000
7599,Brooklyn,30001001006,360470000000000
7600,Brooklyn,30001001007,360470000000000
7601,Brooklyn,30001001008,360470000000000
7602,Brooklyn,30001001009,360470000000000
7603,Brooklyn,30001001010,360470000000000
7604,Brooklyn,30001001011,360470000000000
7605,Brooklyn,30001002000,360470000000000
7606,Brooklyn,30001002001,360470000000000
7607,Brooklyn,30001002002,360470000000000
7608,Brooklyn,30001002003,360470000000000
7609,Brooklyn,30001003002,360470000000000
7610,Brooklyn,30001003003,360470000000000
7611,Brooklyn,30001003004,360470000000000
7612,Brooklyn,30001003005,360470000000000
7613,Brooklyn,30001004002,360470000000000
7614,Brooklyn,30002001000,360470000000000
7615,Brooklyn,30002001008,360470000000000
7616,Brooklyn,30002001009,360470000000000
7617,Brooklyn,30002001010,360470000000000
7618,Brooklyn,30002001011,360470000000000
7619,Brooklyn,30002001012,360470000000000
7620,Brooklyn,30002001013,360470000000000
7621,Brooklyn,30002001014,360470000000000
7622,Brooklyn,30002001015,360470000000000
7623,Brooklyn,30002001016,360470000000000
7624,Brooklyn,30002001017,360470000000000
7625,Brooklyn,30003011000,360470000000000
7626,Brooklyn,30003011001,360470000000000
7627,Brooklyn,30003012000,360470000000000
7628,Brooklyn,30003012001,360470000000000
7629,Brooklyn,30003013000,360470000000000
7630,Brooklyn,30003013001,360470000000000
7631,Brooklyn,30003014002,360470000000000
7632,Brooklyn,30003014003,360470000000000
7633,Brooklyn,30003015000,360470000000000
7634,Brooklyn,30003015002,360470000000000
7635,Brooklyn,30003015003,360470000000000
7636,Brooklyn,30003015004,360470000000000
7637,Brooklyn,30003015005,360470000000000
7638,Brooklyn,30005011000,360470000000000
7639,Brooklyn,30005011001,360470000000000
7640,Brooklyn,30005012000,360470000000000
7641,Brooklyn,30005012001,360470000000000
7642,Brooklyn,30005013000,360470000000000
7643,Brooklyn,30005013001,360470000000000
7644,Brooklyn,30005021000,360470000000000
7645,Brooklyn,30005021001,360470000000000
7646,Brooklyn,30005022000,360470000000000
7647,Brooklyn,30005022001,360470000000000
7648,Brooklyn,30005022002,360470000000000
7649,Brooklyn,30007001000,360470000000000
7650,Brooklyn,30007001001,360470000000000
7651,Brooklyn,30007001004,360470000000000
7652,Brooklyn,30007001005,360470000000000
7653,Brooklyn,30007001006,360470000000000
7654,Brooklyn,30007002000,360470000000000
7655,Brooklyn,30007002001,360470000000000
7656,Brooklyn,30007002002,360470000000000
7657,Brooklyn,30007003000,360470000000000
7658,Brooklyn,30007003001,360470000000000
7659,Brooklyn,30007003002,360470000000000
7660,Brooklyn,30007003003,360470000000000
7661,Brooklyn,30009001000,360470000000000
7662,Brooklyn,30009001001,360470000000000
7663,Brooklyn,30009001002,360470000000000
7664,Brooklyn,30009001003,360470000000000
7665,Brooklyn,30009001004,360470000000000
7666,Brooklyn,30009001008,360470000000000
7667,Brooklyn,30009001009,360470000000000
7668,Brooklyn,30009002000,360470000000000
7669,Brooklyn,30009002001,360470000000000
7670,Brooklyn,30009002002,360470000000000
7671,Brooklyn,30009002003,360470000000000
7672,Brooklyn,30009002004,360470000000000
7673,Brooklyn,30011001000,360470000000000
7674,Brooklyn,30011001001,360470000000000
7675,Brooklyn,30011001003,360470000000000
7676,Brooklyn,30011001005,360470000000000
7677,Brooklyn,30011001006,360470000000000
7678,Brooklyn,30011001007,360470000000000
7679,Brooklyn,30011001008,360470000000000
7680,Brooklyn,30011001009,360470000000000
7681,Brooklyn,30011001010,360470000000000
7682,Brooklyn,30011001011,360470000000000
7683,Brooklyn,30013001003,360470000000000
7684,Brooklyn,30013001005,360470000000000
7685,Brooklyn,30013001008,360470000000000
7686,Brooklyn,30013001012,360470000000000
7687,Brooklyn,30013002001,360470000000000
7688,Brooklyn,30013002002,360470000000000
7689,Brooklyn,30013002005,360470000000000
7690,Brooklyn,30013002006,360470000000000
7691,Brooklyn,30015011000,360470000000000
7692,Brooklyn,30015011001,360470000000000
7693,Brooklyn,30015011002,360470000000000
7694,Brooklyn,30015011003,360470000000000
7695,Brooklyn,30015011004,360470000000000
7696,Brooklyn,30015011010,360470000000000
7697,Brooklyn,30015011011,360470000000000
7698,Brooklyn,30015012006,360470000000000
7699,Brooklyn,30015021000,360470000000000
7700,Brooklyn,30015021001,360470000000000
7701,Brooklyn,30015021003,360470000000000
7702,Brooklyn,30015021004,360470000000000
7703,Brooklyn,30015021005,360470000000000
7704,Brooklyn,30015021007,360470000000000
7705,Brooklyn,30015021011,360470000000000
7706,Brooklyn,30015021012,360470000000000
7707,Brooklyn,30015021014,360470000000000
7708,Brooklyn,30015021015,360470000000000
7709,Brooklyn,30015021017,360470000000000
7710,Brooklyn,30018011010,360470000000000
7711,Brooklyn,30018021001,360470000000000
7712,Brooklyn,30018021002,360470000000000
7713,Brooklyn,30018021003,360470000000000
7714,Brooklyn,30018021004,360470000000000
7715,Brooklyn,30018021005,360470000000000
7716,Brooklyn,30018021006,360470000000000
7717,Brooklyn,30018021011,360470000000000
7718,Brooklyn,30018031000,360470000000000
7719,Brooklyn,30018031001,360470000000000
7720,Brooklyn,30018031002,360470000000000
7721,Brooklyn,30018031003,360470000000000
7722,Brooklyn,30018031005,360470000000000
7723,Brooklyn,30018031006,360470000000000
7724,Brooklyn,30018031007,360470000000000
7725,Brooklyn,30018031008,360470000000000
7726,Brooklyn,30018031009,360470000000000
7727,Brooklyn,30018031010,360470000000000
7728,Brooklyn,30018041000,360470000000000
7729,Brooklyn,30020001000,360470000000000
7730,Brooklyn,30020001001,360470000000000
7731,Brooklyn,30020001002,360470000000000
7732,Brooklyn,30020001003,360470000000000
7733,Brooklyn,30020002000,360470000000000
7734,Brooklyn,30020002001,360470000000000
7735,Brooklyn,30020002002,360470000000000
7736,Brooklyn,30021001001,360470000000000
7737,Brooklyn,30021001004,360470000000000
7738,Brooklyn,30021001005,360470000000000
7739,Brooklyn,30021001008,360470000000000
7740,Brooklyn,30021001009,360470000000000
7741,Brooklyn,30021001010,360470000000000
7742,Brooklyn,30021001011,360470000000000
7743,Brooklyn,30021001017,360470000000000
7744,Brooklyn,30021002000,360470000000000
7745,Brooklyn,30021002005,360470000000000
7746,Brooklyn,30021002006,360470000000000
7747,Brooklyn,30021002007,360470000000000
7748,Brooklyn,30021002015,360470000000000
7749,Brooklyn,30021002016,360470000000000
7750,Brooklyn,30021002017,360470000000000
7751,Brooklyn,30021002018,360470000000000
7752,Brooklyn,30021002019,360470000000000
7753,Brooklyn,30021002024,360470000000000
7754,Brooklyn,30021002025,360470000000000
7755,Brooklyn,30021002028,360470000000000
7756,Brooklyn,30021002029,360470000000000
7757,Brooklyn,30021003000,360470000000000
7758,Brooklyn,30021003001,360470000000000
7759,Brooklyn,30021003002,360470000000000
7760,Brooklyn,30021003005,360470000000000
7761,Brooklyn,30021003006,360470000000000
7762,Brooklyn,30021003007,360470000000000
7763,Brooklyn,30021003008,360470000000000
7764,Brooklyn,30021003009,360470000000000
7765,Brooklyn,30021003010,360470000000000
7766,Brooklyn,30021003011,360470000000000
7767,Brooklyn,30021003012,360470000000000
7768,Brooklyn,30021003013,360470000000000
7769,Brooklyn,30021003014,360470000000000
7770,Brooklyn,30021003015,360470000000000
7771,Brooklyn,30021003016,360470000000000
7772,Brooklyn,30022001000,360470000000000
7773,Brooklyn,30022001002,360470000000000
7774,Brooklyn,30022001003,360470000000000
7775,Brooklyn,30022001004,360470000000000
7776,Brooklyn,30022001005,360470000000000
7777,Brooklyn,30022002000,360470000000000
7778,Brooklyn,30022002001,360470000000000
7779,Brooklyn,30022002002,360470000000000
7780,Brooklyn,30022002003,360470000000000
7781,Brooklyn,30022003000,360470000000000
7782,Brooklyn,30022003001,360470000000000
7783,Brooklyn,30022003003,360470000000000
7784,Brooklyn,30022003004,360470000000000
7785,Brooklyn,30029012004,360470000000000
7786,Brooklyn,30029012007,360470000000000
7787,Brooklyn,30030001002,360470000000000
7788,Brooklyn,30030001003,360470000000000
7789,Brooklyn,30030001004,360470000000000
7790,Brooklyn,30030001005,360470000000000
7791,Brooklyn,30030002000,360470000000000
7792,Brooklyn,30030002001,360470000000000
7793,Brooklyn,30031011001,360470000000000
7794,Brooklyn,30031011002,360470000000000
7795,Brooklyn,30031012000,360470000000000
7796,Brooklyn,30031013000,360470000000000
7797,Brooklyn,30033001000,360470000000000
7798,Brooklyn,30033001001,360470000000000
7799,Brooklyn,30033002000,360470000000000
7800,Brooklyn,30033002001,360470000000000
7801,Brooklyn,30033002002,360470000000000
7802,Brooklyn,30033002003,360470000000000
7803,Brooklyn,30033002004,360470000000000
7804,Brooklyn,30033002006,360470000000000
7805,Brooklyn,30033002008,360470000000000
7806,Brooklyn,30033002009,360470000000000
7807,Brooklyn,30033002011,360470000000000
7808,Brooklyn,30034001006,360470000000000
7809,Brooklyn,30034001007,360470000000000
7810,Brooklyn,30034002000,360470000000000
7811,Brooklyn,30034002001,360470000000000
7812,Brooklyn,30034002002,360470000000000
7813,Brooklyn,30034002003,360470000000000
7814,Brooklyn,30034003001,360470000000000
7815,Brooklyn,30034003002,360470000000000
7816,Brooklyn,30034003003,360470000000000
7817,Brooklyn,30035001000,360470000000000
7818,Brooklyn,30035001001,360470000000000
7819,Brooklyn,30035001002,360470000000000
7820,Brooklyn,30035001003,360470000000000
7821,Brooklyn,30035002000,360470000000000
7822,Brooklyn,30035002001,360470000000000
7823,Brooklyn,30035002002,360470000000000
7824,Brooklyn,30036001000,360470000000000
7825,Brooklyn,30036001001,360470000000000
7826,Brooklyn,30036002000,360470000000000
7827,Brooklyn,30036002001,360470000000000
7828,Brooklyn,30036003001,360470000000000
7829,Brooklyn,30037001000,360470000000000
7830,Brooklyn,30037001001,360470000000000
7831,Brooklyn,30037001002,360470000000000
7832,Brooklyn,30037001003,360470000000000
7833,Brooklyn,30037001004,360470000000000
7834,Brooklyn,30037001005,360470000000000
7835,Brooklyn,30037001006,360470000000000
7836,Brooklyn,30037001007,360470000000000
7837,Brooklyn,30037001008,360470000000000
7838,Brooklyn,30037001009,360470000000000
7839,Brooklyn,30037001010,360470000000000
7840,Brooklyn,30037001011,360470000000000
7841,Brooklyn,30037001012,360470000000000
7842,Brooklyn,30038001000,360470000000000
7843,Brooklyn,30038001001,360470000000000
7844,Brooklyn,30038001005,360470000000000
7845,Brooklyn,30038001007,360470000000000
7846,Brooklyn,30039001000,360470000000000
7847,Brooklyn,30039001001,360470000000000
7848,Brooklyn,30039001002,360470000000000
7849,Brooklyn,30039001003,360470000000000
7850,Brooklyn,30039002000,360470000000000
7851,Brooklyn,30039002001,360470000000000
7852,Brooklyn,30039002002,360470000000000
7853,Brooklyn,30039003000,360470000000000
7854,Brooklyn,30039003001,360470000000000
7855,Brooklyn,30039003002,360470000000000
7856,Brooklyn,30041001000,360470000000000
7857,Brooklyn,30041001001,360470000000000
7858,Brooklyn,30041001002,360470000000000
7859,Brooklyn,30041001003,360470000000000
7860,Brooklyn,30041001004,360470000000000
7861,Brooklyn,30041002000,360470000000000
7862,Brooklyn,30041002001,360470000000000
7863,Brooklyn,30041002002,360470000000000
7864,Brooklyn,30041003000,360470000000000
7865,Brooklyn,30041003001,360470000000000
7866,Brooklyn,30041003002,360470000000000
7867,Brooklyn,30043001000,360470000000000
7868,Brooklyn,30043002000,360470000000000
7869,Brooklyn,30043002001,360470000000000
7870,Brooklyn,30043002002,360470000000000
7871,Brooklyn,30043003000,360470000000000
7872,Brooklyn,30043003001,360470000000000
7873,Brooklyn,30043003003,360470000000000
7874,Brooklyn,30043004000,360470000000000
7875,Brooklyn,30043004001,360470000000000
7876,Brooklyn,30043004002,360470000000000
7877,Brooklyn,30043004003,360470000000000
7878,Brooklyn,30043004004,360470000000000
7879,Brooklyn,30043004005,360470000000000
7880,Brooklyn,30044001000,360470000000000
7881,Brooklyn,30044001001,360470000000000
7882,Brooklyn,30044001003,360470000000000
7883,Brooklyn,30044001006,360470000000000
7884,Brooklyn,30044001007,360470000000000
7885,Brooklyn,30044001008,360470000000000
7886,Brooklyn,30044001009,360470000000000
7887,Brooklyn,30044001010,360470000000000
7888,Brooklyn,30044001011,360470000000000
7889,Brooklyn,30044001012,360470000000000
7890,Brooklyn,30044001013,360470000000000
7891,Brooklyn,30044002000,360470000000000
7892,Brooklyn,30044002001,360470000000000
7893,Brooklyn,30044002002,360470000000000
7894,Brooklyn,30044002003,360470000000000
7895,Brooklyn,30044002004,360470000000000
7896,Brooklyn,30044002005,360470000000000
7897,Brooklyn,30045001000,360470000000000
7898,Brooklyn,30045001001,360470000000000
7899,Brooklyn,30045001002,360470000000000
7900,Brooklyn,30045001003,360470000000000
7901,Brooklyn,30045002000,360470000000000
7902,Brooklyn,30045002001,360470000000000
7903,Brooklyn,30045002002,360470000000000
7904,Brooklyn,30045002003,360470000000000
7905,Brooklyn,30045003000,360470000000000
7906,Brooklyn,30045003001,360470000000000
7907,Brooklyn,30045004000,360470000000000
7908,Brooklyn,30045004001,360470000000000
7909,Brooklyn,30045004002,360470000000000
7910,Brooklyn,30045004003,360470000000000
7911,Brooklyn,30045004004,360470000000000
7912,Brooklyn,30046001000,360470000000000
7913,Brooklyn,30046001001,360470000000000
7914,Brooklyn,30046001002,360470000000000
7915,Brooklyn,30046001003,360470000000000
7916,Brooklyn,30046001004,360470000000000
7917,Brooklyn,30046001009,360470000000000
7918,Brooklyn,30046001010,360470000000000
7919,Brooklyn,30046001011,360470000000000
7920,Brooklyn,30046001012,360470000000000
7921,Brooklyn,30047001000,360470000000000
7922,Brooklyn,30047001004,360470000000000
7923,Brooklyn,30047001005,360470000000000
7924,Brooklyn,30047001006,360470000000000
7925,Brooklyn,30047001007,360470000000000
7926,Brooklyn,30047001008,360470000000000
7927,Brooklyn,30047001015,360470000000000
7928,Brooklyn,30049001000,360470000000000
7929,Brooklyn,30049001001,360470000000000
7930,Brooklyn,30049001002,360470000000000
7931,Brooklyn,30049001003,360470000000000
7932,Brooklyn,30049002000,360470000000000
7933,Brooklyn,30049002002,360470000000000
7934,Brooklyn,30049002003,360470000000000
7935,Brooklyn,30049003000,360470000000000
7936,Brooklyn,30049003001,360470000000000
7937,Brooklyn,30050002000,360470000000000
7938,Brooklyn,30050002001,360470000000000
7939,Brooklyn,30050002002,360470000000000
7940,Brooklyn,30050002003,360470000000000
7941,Brooklyn,30050003000,360470000000000
7942,Brooklyn,30050003001,360470000000000
7943,Brooklyn,30050003002,360470000000000
7944,Brooklyn,30050003003,360470000000000
7945,Brooklyn,30051001002,360470000000000
7946,Brooklyn,30051001003,360470000000000
7947,Brooklyn,30051001004,360470000000000
7948,Brooklyn,30051001005,360470000000000
7949,Brooklyn,30051002003,360470000000000
7950,Brooklyn,30051002004,360470000000000
7951,Brooklyn,30051002005,360470000000000
7952,Brooklyn,30051002006,360470000000000
7953,Brooklyn,30051003002,360470000000000
7954,Brooklyn,30051003003,360470000000000
7955,Brooklyn,30051003004,360470000000000
7956,Brooklyn,30051003005,360470000000000
7957,Brooklyn,30051003006,360470000000000
7958,Brooklyn,30051003007,360470000000000
7959,Brooklyn,30051003008,360470000000000
7960,Brooklyn,30052011001,360470000000000
7961,Brooklyn,30052011005,360470000000000
7962,Brooklyn,30052021000,360470000000000
7963,Brooklyn,30052022000,360470000000000
7964,Brooklyn,30052022001,360470000000000
7965,Brooklyn,30052022002,360470000000000
7966,Brooklyn,30052022003,360470000000000
7967,Brooklyn,30053011001,360470000000000
7968,Brooklyn,30053011003,360470000000000
7969,Brooklyn,30053011004,360470000000000
7970,Brooklyn,30053011005,360470000000000
7971,Brooklyn,30053011006,360470000000000
7972,Brooklyn,30053011007,360470000000000
7973,Brooklyn,30053011008,360470000000000
7974,Brooklyn,30053011009,360470000000000
7975,Brooklyn,30053011010,360470000000000
7976,Brooklyn,30053011011,360470000000000
7977,Brooklyn,30053011013,360470000000000
7978,Brooklyn,30053011014,360470000000000
7979,Brooklyn,30053012000,360470000000000
7980,Brooklyn,30053012001,360470000000000
7981,Brooklyn,30053012003,360470000000000
7982,Brooklyn,30053012004,360470000000000
7983,Brooklyn,30053012005,360470000000000
7984,Brooklyn,30053012006,360470000000000
7985,Brooklyn,30053012007,360470000000000
7986,Brooklyn,30053012008,360470000000000
7987,Brooklyn,30053012009,360470000000000
7988,Brooklyn,30053012010,360470000000000
7989,Brooklyn,30053012011,360470000000000
7990,Brooklyn,30053012012,360470000000000
7991,Brooklyn,30053012013,360470000000000
7992,Brooklyn,30053012014,360470000000000
7993,Brooklyn,30053012015,360470000000000
7994,Brooklyn,30053012016,360470000000000
7995,Brooklyn,30053012018,360470000000000
7996,Brooklyn,30053021001,360470000000000
7997,Brooklyn,30053021006,360470000000000
7998,Brooklyn,30053021010,360470000000000
7999,Brooklyn,30053021011,360470000000000
8000,Brooklyn,30053021013,360470000000000
8001,Brooklyn,30053022002,360470000000000
8002,Brooklyn,30053022003,360470000000000
8003,Brooklyn,30053022005,360470000000000
8004,Brooklyn,30053022006,360470000000000
8005,Brooklyn,30053022008,360470000000000
8006,Brooklyn,30053023000,360470000000000
8007,Brooklyn,30053023003,360470000000000
8008,Brooklyn,30053023005,360470000000000
8009,Brooklyn,30053031004,360470000000000
8010,Brooklyn,30053031005,360470000000000
8011,Brooklyn,30053031008,360470000000000
8012,Brooklyn,30054001000,360470000000000
8013,Brooklyn,30054001001,360470000000000
8014,Brooklyn,30054001002,360470000000000
8015,Brooklyn,30054002000,360470000000000
8016,Brooklyn,30054002002,360470000000000
8017,Brooklyn,30054003000,360470000000000
8018,Brooklyn,30054003001,360470000000000
8019,Brooklyn,30056011000,360470000000000
8020,Brooklyn,30056011001,360470000000000
8021,Brooklyn,30056011002,360470000000000
8022,Brooklyn,30056012000,360470000000000
8023,Brooklyn,30056012001,360470000000000
8024,Brooklyn,30056012002,360470000000000
8025,Brooklyn,30056012003,360470000000000
8026,Brooklyn,30056012004,360470000000000
8027,Brooklyn,30056021000,360470000000000
8028,Brooklyn,30056021001,360470000000000
8029,Brooklyn,30056021002,360470000000000
8030,Brooklyn,30056021003,360470000000000
8031,Brooklyn,30058001000,360470000000000
8032,Brooklyn,30058001001,360470000000000
8033,Brooklyn,30058001002,360470000000000
8034,Brooklyn,30058001003,360470000000000
8035,Brooklyn,30058002000,360470000000000
8036,Brooklyn,30058002001,360470000000000
8037,Brooklyn,30058002002,360470000000000
8038,Brooklyn,30058002003,360470000000000
8039,Brooklyn,30058002004,360470000000000
8040,Brooklyn,30058003000,360470000000000
8041,Brooklyn,30058003001,360470000000000
8042,Brooklyn,30059001000,360470000000000
8043,Brooklyn,30059001001,360470000000000
8044,Brooklyn,30059001003,360470000000000
8045,Brooklyn,30059001004,360470000000000
8046,Brooklyn,30059001005,360470000000000
8047,Brooklyn,30059001006,360470000000000
8048,Brooklyn,30059001007,360470000000000
8049,Brooklyn,30059002002,360470000000000
8050,Brooklyn,30059002010,360470000000000
8051,Brooklyn,30059002012,360470000000000
8052,Brooklyn,30059002013,360470000000000
8053,Brooklyn,30059002014,360470000000000
8054,Brooklyn,30059002017,360470000000000
8055,Brooklyn,30059002018,360470000000000
8056,Brooklyn,30059002024,360470000000000
8057,Brooklyn,30059002027,360470000000000
8058,Brooklyn,30059002029,360470000000000
8059,Brooklyn,30059002030,360470000000000
8060,Brooklyn,30059002031,360470000000000
8061,Brooklyn,30059002032,360470000000000
8062,Brooklyn,30060001000,360470000000000
8063,Brooklyn,30060001001,360470000000000
8064,Brooklyn,30060001002,360470000000000
8065,Brooklyn,30060002000,360470000000000
8066,Brooklyn,30060002001,360470000000000
8067,Brooklyn,30060002002,360470000000000
8068,Brooklyn,30060003000,360470000000000
8069,Brooklyn,30060003001,360470000000000
8070,Brooklyn,30062001000,360470000000000
8071,Brooklyn,30062001001,360470000000000
8072,Brooklyn,30062001002,360470000000000
8073,Brooklyn,30062002000,360470000000000
8074,Brooklyn,30062002001,360470000000000
8075,Brooklyn,30062003000,360470000000000
8076,Brooklyn,30062003001,360470000000000
8077,Brooklyn,30062003002,360470000000000
8078,Brooklyn,30063001000,360470000000000
8079,Brooklyn,30063001001,360470000000000
8080,Brooklyn,30063001002,360470000000000
8081,Brooklyn,30063002000,360470000000000
8082,Brooklyn,30063002001,360470000000000
8083,Brooklyn,30063002002,360470000000000
8084,Brooklyn,30063002003,360470000000000
8085,Brooklyn,30064001000,360470000000000
8086,Brooklyn,30064001001,360470000000000
8087,Brooklyn,30064001002,360470000000000
8088,Brooklyn,30064001003,360470000000000
8089,Brooklyn,30064002000,360470000000000
8090,Brooklyn,30064002001,360470000000000
8091,Brooklyn,30064002002,360470000000000
8092,Brooklyn,30064003000,360470000000000
8093,Brooklyn,30064003001,360470000000000
8094,Brooklyn,30064003002,360470000000000
8095,Brooklyn,30065001000,360470000000000
8096,Brooklyn,30065001001,360470000000000
8097,Brooklyn,30065002000,360470000000000
8098,Brooklyn,30065002001,360470000000000
8099,Brooklyn,30065003000,360470000000000
8100,Brooklyn,30065003001,360470000000000
8101,Brooklyn,30065004000,360470000000000
8102,Brooklyn,30065004001,360470000000000
8103,Brooklyn,30065005000,360470000000000
8104,Brooklyn,30065005001,360470000000000
8105,Brooklyn,30065006000,360470000000000
8106,Brooklyn,30065006001,360470000000000
8107,Brooklyn,30065006002,360470000000000
8108,Brooklyn,30065006003,360470000000000
8109,Brooklyn,30065007000,360470000000000
8110,Brooklyn,30065007003,360470000000000
8111,Brooklyn,30066001000,360470000000000
8112,Brooklyn,30066001001,360470000000000
8113,Brooklyn,30066001002,360470000000000
8114,Brooklyn,30066002000,360470000000000
8115,Brooklyn,30066002001,360470000000000
8116,Brooklyn,30066003000,360470000000000
8117,Brooklyn,30066003002,360470000000000
8118,Brooklyn,30067001000,360470000000000
8119,Brooklyn,30067001001,360470000000000
8120,Brooklyn,30067002000,360470000000000
8121,Brooklyn,30067002001,360470000000000
8122,Brooklyn,30067003000,360470000000000
8123,Brooklyn,30067003001,360470000000000
8124,Brooklyn,30067004000,360470000000000
8125,Brooklyn,30067004001,360470000000000
8126,Brooklyn,30067005000,360470000000000
8127,Brooklyn,30067005001,360470000000000
8128,Brooklyn,30068001000,360470000000000
8129,Brooklyn,30068001001,360470000000000
8130,Brooklyn,30068002000,360470000000000
8131,Brooklyn,30068002001,360470000000000
8132,Brooklyn,30068002002,360470000000000
8133,Brooklyn,30068003001,360470000000000
8134,Brooklyn,30068004000,360470000000000
8135,Brooklyn,30068004001,360470000000000
8136,Brooklyn,30068004002,360470000000000
8137,Brooklyn,30069011000,360470000000000
8138,Brooklyn,30069011001,360470000000000
8139,Brooklyn,30069012000,360470000000000
8140,Brooklyn,30069012001,360470000000000
