the_geom,DOB_Job1,project_id,project_name,project_start_date,project_completion_date,Project_Building_ID,Building_id_current,Building_ID_init,number,street,borough,postcode,bbl,bin,community_board,council_district,census_tract,nta___neighborhood_tabulation_area,latitude,longitude,latitude_internal,longitude_internal,building_completion_date,reporting_construction_type,prevailing_wage_status,Planned Tax Benefit,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,studio_units,_1_br_units,_2_br_units,_3_br_units,_4_br_units,_5_br_units,_6_br_units,unknown_br_units,counted_rental_units,counted_homeownership_units,all_counted_units,total_units,bin_dcp,bbl_dcp,Comment,HNY_Version,dob_job_num_source,DOB_Job1,DOB_Job2,DOB_Job3,HNY_to_Job_relat,Q_Year,DOB_TYPE,units_dev_Data
0101000020E61000008BAB046A357B52C08694D9FF04594440,321120559,65141,44-46 STANHOPE STREET,9/14/16,,65141968921,968921,,44,STANHOPE STREET,Brooklyn,11221,3032650011,,BK-04,34,421,BK78,40.69578353,-73.92525018,40.69546507,-73.92513514,,New Construction,Non Prevailing Wage,421a,0,0,4,0,0,0,1,3,0,0,0,0,0,0,4,0,4,20,,3032650011,,3162018,BBLOnly,321120559,,,1-to-1,2015,NB,20
0101000020E6100000632C91133F7D52C063E87D8832584440,310151313,66057,452 LAFAYETTE AVENUE,7/10/17,,66057932693,932693,,452,LAFAYETTE AVENUE,Brooklyn,11205,3019507501,3397049,BK-03,36,233,BK75,40.68923698,-73.95685216,40.68904215,-73.95697488,,New Construction,Non Prevailing Wage,421a,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,2,8,3397049,3019507501,,3162018,BINandBBL,310151313,,,1-to-1,2009,NB,8
0101000020E6100000E2B11B8DAE8052C094171548BB5C4440,121323941,51104,456 Washington Street,6/26/14,10/7/16,51104956094,956094,,460,WASHINGTON STREET,Manhattan,10013,1005957509,1080177,MN-02,1,39,MN24,40.72441328,-74.01019196,40.72446538,-74.01065376,10/7/16,New Construction,Non Prevailing Wage,421a,0,0,22,0,0,0,5,6,11,0,0,0,0,0,22,0,22,107,1080177,1005957509,,3162018,BINandBBL,121323941,,,1-to-1,2013,NB,107
0101000020E6100000F31318FCC77D52C035B3B710BB584440,320516884,49711,490 Myrtle Ave.,12/18/14,8/9/16,49711946596,946596,,490,MYRTLE AVENUE,Brooklyn,11205,3019057502,3054893,BK-02,35,193,BK69,40.69346135,-73.96549324,40.69320878,-73.9653311,8/9/16,New Construction,Non Prevailing Wage,421a,0,0,19,0,0,0,5,7,7,0,0,0,0,0,19,0,19,93,3054893,3019057502,,3162018,BINandBBL,320516884,,,1-to-1,2014,A1,93
0101000020E6100000F4CFA146807B52C090DB0E91C3684440,220151877,58638,491 Gerard Avenue,6/23/16,,58638976825,976825,,491,GERARD AVENUE,Bronx,10451,2023510050,2127104,BX-01,8,63,BX63,40.81828421,-73.9295275,40.81846822,-73.92970434,,New Construction,Non Prevailing Wage,Article XI,23,0,130,0,0,0,51,58,29,15,0,0,0,0,153,0,153,153,2127104,,Block with two new affordable housing developments and 1 hotel,3162018,Amanda_Manual,220151877,,,1-to-1,2016,NB,136
0101000020E610000019880A7AD47D52C051A0D31C6E574440,320916256,52369,500 Waverly,5/19/15,5/9/17,52369970317,970317,,502,WAVERLY AVENUE,Brooklyn,11238,3020117502,,BK-02,35,199,BK69,40.68281722,-73.9657944,40.68304787,-73.96609355,5/9/17,New Construction,Non Prevailing Wage,421a,0,0,11,0,0,0,1,4,6,0,0,0,0,0,0,11,11,48,,3020117502,,3162018,BBLOnly,320916256,,,1-to-1,2015,NB,48
0101000020E61000001509BF37BA7D52C0CE00721DBE584440,320596761,53451,504 MYRTLE AVENUE,5/18/16,12/7/17,53451957264,957264,,504,MYRTLE AVENUE,Brooklyn,11205,0,3424731,BK-02,35,193,BK69,40.69352428,-73.96484411,40.69330185,-73.96449083,12/7/17,New Construction,Non Prevailing Wage,421a,0,0,29,0,0,0,10,12,7,0,0,0,0,0,29,0,29,143,3424731,3019050030,,3162018,BINandBBL,320596761,,,1-to-1,2015,NB,143
,123062078,64636,505  EAST 86TH STREET,2/16/18,,64636976821,976821,,505,EAST 86 STREET,Manhattan,10028,,,MN-08,5,14402,MN32,40.77576661,-73.94671903,,,,New Construction,Non Prevailing Wage,421a,0,0,5,0,0,0,1,1,3,0,0,0,0,0,5,0,5,140,,,0,5032018,Bill_Manual,123062078,,,1-to-1,2017,NB,140
0101000020E61000006107C6A8487D52C0A65E5C4F99564440,320374126,65137,505 ST MARKS AVENUE,5/26/16,,65137966458,966458,,505,ST MARKS AVENUE,Brooklyn,11238,3011490072,3028319,BK-08,35,305,BK61,40.67627647,-73.95768973,40.67655365,-73.95755977,,New Construction,Non Prevailing Wage,421a,0,0,30,0,0,0,0,18,12,0,0,0,0,0,30,0,30,147,3028319,3011490072,,3162018,BINandBBL,320374126,,,1-to-1,2013,NB,147
0101000020E6100000D9D6CBC6B57F52C061B8A59B65614440,121187456,58521,505 WEST 43RD STREET,6/9/17,,58521967367,967367,,505,WEST 43 STREET,Manhattan,10036,1010720024,,MN-04,3,129,MN15,40.76074318,-73.99600763,40.76091333,-73.99546976,,New Construction,Non Prevailing Wage,Article XI,0,0,9,0,0,0,0,4,5,0,0,0,0,0,0,9,9,123,,1010720024,,3162018,BBLOnly,121187456,,,1-to-1,2016,NB,123
0101000020E6100000FF0E5E1EDF7F52C0505EF966FA604440,121186171,52126,509 West 38th Street,3/4/15,,52126953908,953908,,509,WEST 38 STREET,Manhattan,10018,1007107501,,MN-04,3,117,MN13,40.75732602,-73.99778734,40.75764167,-73.99799308,,New Construction,Non Prevailing Wage,421a,0,0,46,0,0,0,15,25,6,0,0,0,0,0,46,0,46,225,,1007107501,,3162018,BBLOnly,121186171,,,1-to-1,2015,NB,225
0101000020E6100000B2AD3463F07F52C063DC263FD6604440,121187483,54748,515 West 36th Street,8/12/15,,54748967721,967721,,517,WEST 36 STREET,Manhattan,10018,1007080020,,MN-04,3,99,MN13,40.75643399,-73.99953798,40.75653829,-73.99904709,,New Construction,Non Prevailing Wage,421a,0,0,50,0,0,0,9,28,13,0,0,0,0,0,50,0,50,251,,1007080020,,3162018,BBLOnly,121187483,,,1-to-1,2015,NB,251
0101000020E61000000A35BF71C47F52C053B981E951614440,121185626,52053,525 West 52nd Street,5/4/15,,52053870229,870229,,521,WEST 42 STREET,Manhattan,10036,1010717503,1087676,MN-04,3,129,MN15,40.76011465,-73.99661049,40.76031226,-73.99636501,,New Construction,Non Prevailing Wage,421a,0,0,79,0,0,0,19,39,21,0,0,0,0,0,79,0,79,392,1087676,1010717503,,3162018,Amanda_Manual,121185626,,,1-to-1,2015,NB,392
0101000020E6100000FF449F6E647C52C0EAF0296370674440,120284156,65138,53 WEST 126TH STREET,11/19/14,11/6/17,65138946857,946857,,53,WEST 126 STREET,Manhattan,10027,1017240014,1053549,MN-10,9,208,MN03,40.80778781,-73.9434026,40.80811729,-73.94362989,11/6/17,New Construction,Non Prevailing Wage,421a,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,8,1053549,1017240014,,3162018,BINandBBL,120284156,,,1-to-1,2010,NB,8
0101000020E6100000EE7E4F8B857B52C03DC6AA7BC3684440,220151760,53580,530 EXTERIOR STREET (AKA E 149 ST A),12/29/15,,53580976828,976828,,530,EXTERIOR STREET,Bronx,10451,2023510025,,BX-01,8,63,BX63,40.81879523,-73.93034348,40.81846567,-73.93002589,,New Construction,Non Prevailing Wage,420c,32,0,124,0,0,1,24,67,55,11,0,0,0,0,157,0,157,157,,2023510025,,3162018,BBLOnly,220151760,,,1-to-1,2016,NB,157
0101000020E6100000C69EE2DD767F52C0932CD4584A554440,321238264,59004,541 4TH AVENUE,12/15/16,,59004970803,970803,,541,4 AVENUE,Brooklyn,11215,3010470003,,BK-07,39,141,BK37,40.66664431,-73.99179942,40.66633139,-73.99163005,,New Construction,Non Prevailing Wage,421a,0,0,27,0,0,0,8,11,8,0,0,0,0,0,27,0,27,135,,3010470003,,3162018,BBLOnly,321238264,,,1-to-1,2015,NB,134
0101000020E6100000B3AA0C80047A52C08B6B216D086A4440,210113250,60505,545 EAST 166TH ST,12/27/16,,60505975132,975132,,545,EAST 166 STREET,Bronx,10456,2026080060,,BX-03,16,185,BX35,40.8278834,-73.90751182,40.82838215,-73.90652467,,New Construction,Non Prevailing Wage,420c,8,8,24,0,0,1,4,25,12,0,0,0,0,0,41,0,41,41,,2026080060,,3162018,BBLOnly,210113250,,,1-to-1,2016,NB,41
0101000020E6100000B7F0381CC87F52C00B3B529E75614440,121332897,49908,546 West 44th Street,6/26/14,7/14/17,49908955006,955006,,546,WEST 44 STREET,Manhattan,10036,1010720050,1026932,MN-04,3,129,MN15,40.76161875,-73.99619889,40.76140193,-73.99658876,7/14/17,New Construction,Non Prevailing Wage,421a,0,0,62,0,0,0,23,26,13,0,0,0,0,0,62,0,62,280,1090461,1010720050,,3162018,BINandBBL,121332897,,,1-to-1,2014,NB,280
0101000020E61000004DCD50A2C67F52C055EDA2011F614440,121328116,49774,555 Tenth Avenue,3/26/15,7/19/17,49774948170,948170,,551,10 AVENUE,Manhattan,10018,1010697501,1089722,MN-04,3,117,MN13,40.75879715,-73.99608716,40.75875874,-73.99649866,7/19/17,New Construction,Non Prevailing Wage,421a,0,0,120,0,0,0,21,65,29,5,0,0,0,0,120,0,120,598,1089722,1010697501,,3162018,BINandBBL,121328116,,,1-to-1,2013,NB,600
0101000020E610000011D930D8C77D52C02E31BF6849574440,320596397,53355,555 Waverly Avenue,6/12/15,,53355957005,957005,,551,WAVERLY AVENUE,Brooklyn,11238,3020120001,,BK-02,35,199,BK69,40.68193335,-73.96560737,40.68192777,-73.96532254,,New Construction,Non Prevailing Wage,421a,0,0,38,0,0,0,11,20,7,0,0,0,0,0,38,0,38,190,,3020120001,,3162018,BBLOnly,320596397,,,1-to-1,2015,NB,190
0101000020E6100000671A24AF548052C0C93CB0EBB05A4440,121184253,52218,56 Fulton Street,2/26/15,,52218954103,954103,,56,FULTON STREET,Manhattan,10038,1000760006,1001177,MN-01,1,1502,MN25,40.7084995,-74.00491622,40.70852419,-74.00516871,,New Construction,Non Prevailing Wage,421a,0,0,24,0,0,0,6,9,9,0,0,0,0,0,24,0,24,120,1090416,1000760006,,3162018,BINandBBL,121184253,,,1-to-1,2015,NB,120
0101000020E61000004962ACE3767D52C04566708C4B5C4440,320577862,52129,56 North 9th Street,10/7/15,,52129953919,953919,,56,NORTH 9 STREET,Brooklyn,11249,3023090005,3061727,BK-01,33,557,BK73,40.72111308,-73.96004589,40.72105556,-73.96038143,,New Construction,Non Prevailing Wage,421a,0,0,12,0,0,0,2,3,7,0,0,0,0,0,12,0,12,57,3425621,3023090005,Unable to match perfectly,3162018,Amanda_Manual,320577862,,,1-to-1,2015,NB,45
0101000020E6100000A393C6E4E47952C0F3FABC770E684440,220152670,61610,569 PROSPECT,6/27/17,,61610975569,975569,,569,PROSPECT AVENUE,Bronx,10455,2026740009,,BX-01,8,79,BX34,40.81286714,-73.90427054,40.81294152,-73.90459556,,New Construction,Non Prevailing Wage,Article XI,0,0,16,28,0,1,0,11,28,6,0,0,0,0,45,0,45,45,,2026740009,,3162018,BBLOnly,220152670,,,1-to-1,2017,NB,45
0101000020E6100000B1984318207C52C0141A6FC8925B4440,320213791,65121,57 AND 59 ORIENT AVENUE,2/7/14,9/14/17,65121950543,950543,,57,ORIENT AVENUE,Brooklyn,11211,3029070049,3070239,BK-01,34,477,BK90,40.71515901,-73.93957819,40.71541696,-73.93945891,9/14/17,New Construction,Non Prevailing Wage,421a,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,2,8,3070239,3029070049,,3162018,BINandBBL,320213791,,,1-to-1,2011,NB,8
0101000020E6100000C17583701E7C52C0D2AD32AE935B4440,320213808,65121,57 AND 59 ORIENT AVENUE,2/7/14,9/14/17,65121953043,953043,,59,ORIENT AVENUE,Brooklyn,11211,3029070047,3070238,BK-01,34,477,BK90,40.71517271,-73.93953128,40.71544435,-73.93935788,9/14/17,New Construction,Non Prevailing Wage,421a,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,2,8,3070238,3029070047,,3162018,BINandBBL,320213808,,,1-to-1,2011,NB,8
0101000020E61000005E79B91DD47F52C0B46FD5127E614440,122459375,65506,572 11TH AVE,10/31/17,,65506978323,978323,,572,11 AVENUE,Manhattan,10036,1010720001,1026922,MN-04,3,129,MN15,40.76159135,-73.99774388,40.76165996,-73.99732154,,New Construction,Non Prevailing Wage,421a,0,17,20,0,0,0,12,20,5,0,0,0,0,0,37,0,37,164,,1010720001,,3162018,BBLOnly,122459375,,,1-to-1,2016,NB,163
0101000020E61000009841080AB47B52C06A18DBF76A594440,320517222,65126,60 JEFFERSON STREET,4/3/15,6/16/17,65126952200,952200,,60,JEFFERSON STREET,Brooklyn,11206,3031710020,3072202,BK-04,34,391,BK78,40.69878553,-73.93289236,40.69857691,-73.93286372,6/16/17,New Construction,Non Prevailing Wage,421a,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,8,3072202,3031710020,,3162018,BINandBBL,320517222,,,1-to-1,2013,NB,8
0101000020E610000016B6D1C6327A52C0E069AEAAC9684440,220152705,61357,600 EAST 156TH STREET,12/28/17,,61357976032,976032,,600,EAST 156 STREET,Bronx,10455,2026240041,2004444,BX-01,17,75,BX34,40.81894549,-73.90956553,40.81865438,-73.90934916,,New Construction,Non Prevailing Wage,Article XI,35,52,87,0,0,1,11,55,81,28,0,0,0,0,175,0,175,175,2004444,2026240041,,3162018,Amanda_Manual,220152705,,,1-to-1,0,NB,175
0101000020E61000000EC6C2EF6A7F52C080EB506ED7624440,121333342,51103,601 WEST 59TH STREET (1 WEST END AVENUE),12/22/14,,51103953384,953384,,1,WEST END AVENUE,Manhattan,10023,1011717511,1088869,MN-07,6,151,MN14,40.77171083,-73.99039651,40.77219943,-73.99090189,,New Construction,Non Prevailing Wage,421a,0,0,116,0,0,0,27,28,61,0,0,0,0,0,116,0,116,116,1088869,1011717511,"Affordable 116, Condo 245, 1 permit",3162018,Amanda_Manual,121333342,,,1-to-1,2014,NB,362
0101000020E6100000FC8051932A7A52C062A648194C684440,220151840,58631,603 JACKSON AVENUE,11/30/16,,58631967649,967649,,605,JACKSON AVENUE,Bronx,10455,2026230213,2091320,BX-01,8,73,BX34,40.814748,-73.90854163,40.81482235,-73.9088486,,New Construction,Non Prevailing Wage,Article XI,0,0,25,0,0,0,0,15,10,0,0,0,0,0,25,0,25,25,2091320,2026230213,,3162018,BBLOnly,220151840,,,1-to-1,2017,NB,25
0101000020E610000061C7B92C6A7F52C032FD751B125F4440,121190424,64645,39 WEST 23RD STREET,2/14/17,,64645976834,976834,,22,WEST 24 STREET,Manhattan,10010,1008250060,1015586,MN-05,3,58,MN13,40.74259455,-73.99005066,40.74274009,-73.99085539,,New Construction,Non Prevailing Wage,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,2,9,1015586,1008250060,,3162018,Amanda_Manual,121190424,,,many-to-1,2017,NB,48
0101000020E61000007CFA42A76B7F52C000378B170B5F4440,121190424,64645,39 WEST 23RD STREET,2/14/17,,64645976833,976833,,39,WEST 23 STREET,Manhattan,10010,1008250020,,MN-05,3,58,MN13,40.74213076,-73.99093126,40.742526,-73.99094564,,New Construction,Non Prevailing Wage,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,2,35,,1008250020,,3162018,Amanda_Manual,121190424,,,many-to-1,2017,NB,48
0101000020E610000079F89DEC877F52C080A09A9A9D624440,121186386,52241,606 West 57th Street,10/30/14,,52241977581,977581,,606,WEST 57 STREET,Manhattan,10019,1011040031,1090190,MN-04,6,135,MN15,40.77053071,-73.99194548,40.77043469,-73.99267116,,New Construction,Non Prevailing Wage,421a,0,0,206,0,0,0,44,87,69,6,0,0,0,0,206,0,206,1028,1090190,1011040031,,3162018,BINandBBL,121186386,,,1-to-1,2015,NB,1028
0101000020E6100000099CF8AC637C52C0E2007EB6236B4440,121761913,65140,607 WEST 161 STREET,7/26/16,,65140965539,965539,,607,WEST 161 STREET,Manhattan,10032,1021370021,1090118,MN-12,7,245,MN36,40.83674736,-73.94347915,40.83702737,-73.94358372,,New Construction,Non Prevailing Wage,421a,0,0,13,0,0,0,6,6,1,0,0,0,0,0,13,0,13,62,1090118,1021370021,,3162018,BINandBBL,121761913,,,1-to-1,2014,NB,62
0101000020E6100000AAABAF6C2E7D52C080C2B02EB4564440,320917816,55205,608 Franklin Avenue,8/23/16,,55205966091,966091,,1036,DEAN STREET,Brooklyn,11238,3011420044,,BK-08,35,305,BK61,40.67765917,-73.95591868,40.67737373,-73.95595853,,New Construction,Non Prevailing Wage,421a,0,0,24,0,0,0,1,20,3,0,0,0,0,0,24,0,24,120,,3011420044,,3162018,Amanda_Manual,320917816,,,1-to-1,2015,NB,120
0101000020E6100000547398B3677952C0CF2F08B48D724440,220336072,65139,6155 BROADWAY,8/12/16,,6513951676,51676,,6155,BROADWAY,Bronx,10471,2058141191,2084350,BX-08,11,351,BX22,40.8949107,-73.89660364,40.89494944,-73.89695444,,New Construction,Non Prevailing Wage,421a,0,0,9,0,0,0,0,4,5,0,0,0,0,0,9,0,9,44,2084350,2058141191,,3162018,BINandBBL,220336072,,,1-to-1,2014,NB,44
0101000020E61000004120E1C58C7F52C0396FAD40BE624440,120481246,58506,625 West 57th Street Apartments (20140275),10/16/14,10/1/17,58506969123,969123,,625,WEST 57 STREET,Manhattan,10019,1011057501,1089709,MN-04,6,135,MN15,40.77128837,-73.9937,40.77143105,-73.9929671,10/1/17,New Construction,Non Prevailing Wage,421a,0,142,0,0,0,1,28,95,15,5,0,0,0,0,143,0,143,709,1089709,1011057501,,3162018,Amanda_Manual,120481246,,,1-to-1,2013,NB,709
0101000020E6100000B8307F43307E52C048DA74A1455F4440,121331059,50330,626 First Avenue,6/18/14,,50330951712,951712,,626,1 AVENUE,Manhattan,10016,1009670001,,MN-06,4,8601,MN19,40.74497142,-73.97263381,40.74431246,-73.97169578,,New Construction,Non Prevailing Wage,421a,0,0,160,0,0,0,43,66,41,10,0,0,0,0,160,0,160,761,,1009670001,,3162018,BBLOnly,121331059,,,1-to-1,2014,NB,761
0101000020E6100000607BC102B37C52C0E0FB977BB3584440,321603608,65825,633 MARCY AVE,12/28/17,,65825979013,979013,,633,MARCY AVENUE,Brooklyn,11206,3017710005,,BK-03,36,261,BK75,40.69291712,-73.94870727,40.69297738,-73.94842595,,New Construction,Non Prevailing Wage,421a,0,0,12,0,0,0,0,9,3,0,0,0,0,0,12,0,12,64,,3017710005,,3162018,Amanda_Manual,321603608,,,1-to-1,2017,NB,47
0101000020E6100000CD9221439E7F52C09FDA4BE0F7544440,320594200,52989,635 4TH AVENUE,1/18/17,,52989956174,956174,,635,4 AVENUE,Brooklyn,11232,3006340001,3009068,BK-07,38,143,BK37,40.66392439,-73.99440942,40.66381458,-73.99403456,,New Construction,Non Prevailing Wage,421a,0,0,12,0,0,0,1,7,4,0,0,0,0,0,12,0,12,91,3009068,3006340001,,3162018,BINandBBL,320594200,,,1-to-1,2015,NB,91
0101000020E610000042E268D8797E52C0A46F6F0AED564440,320377285,65127,65 PARK PLACE,9/17/15,,65127954141,954141,,65,PARK PLACE,Brooklyn,11217,3009387503,3018891,BK-06,39,12902,BK37,40.67900467,-73.97650415,40.67910891,-73.97618685,,New Construction,Non Prevailing Wage,421a,0,0,4,0,0,0,0,2,2,0,0,0,0,0,4,0,4,17,3018891,3009387503,,3162018,BINandBBL,320377285,,,1-to-1,2013,NB,17
0101000020E6100000197BE5300E7B52C0C6E3BBF7E4684440,220211205,50497,655 Morris Avenue,6/26/14,12/1/16,50497806842,806842,,635,MORRIS AVENUE,Bronx,10451,2024410001,2002441,BX-01,17,65,BX34,40.81917686,-73.92195751,40.81948754,-73.92274115,12/1/16,New Construction,Non Prevailing Wage,420c,0,0,153,22,0,1,9,77,82,8,0,0,0,0,176,0,176,176,2002441,2024410001,,3162018,Amanda_Manual,220211205,,,1-to-1,2014,NB,176
0101000020E6100000438A854AF17C52C01D37C2C3305B4440,320596556,53519,66 Ainslie Street,2/23/15,10/23/17,53519957418,957418,,66,AINSLIE STREET,Brooklyn,11211,3023750005,3062549,BK-01,34,513,BK73,40.71265073,-73.95218019,40.71242568,-73.95222724,10/23/17,New Construction,Non Prevailing Wage,421a,0,0,10,0,0,0,2,8,0,0,0,0,0,0,10,0,10,50,3062549,3023750005,,3162018,BINandBBL,320596556,,,1-to-1,2015,A1,49
0101000020E6100000CA0790E37F7C52C07552E3CE1A5B4440,320822598,65129,679 GRAND LLC,10/29/15,,65129302814,302814,,679,GRAND STREET,Brooklyn,11211,3027820041,3069428,BK-01,34,495,BK90,40.71153049,-73.94516162,40.71175562,-73.94530572,,New Construction,Non Prevailing Wage,421a,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,10,3069428,3027820041,,3162018,BINandBBL,320822598,,,1-to-1,2014,A1,10
0101000020E6100000EB36EA19698052C040A096930E5D4440,121235822,50875,68 Charlton,4/28/15,7/14/17,50875950146,950146,,68,CHARLTON STREET,Manhattan,10014,1005800011,1009747,MN-02,3,37,MN24,40.72723516,-74.00643293,40.72700734,-74.00641487,7/14/17,New Construction,Non Prevailing Wage,421a,0,0,29,0,0,0,7,2,20,0,0,0,0,0,29,0,29,122,1009747,1005800011,,3162018,BINandBBL,121235822,,,1-to-1,2014,NB,122
0101000020E61000004E75F14C227C52C0AE55508B20674440,121192636,54898,69 East 125th Street,5/15/15,,54898966330,966330,,69,EAST 125 STREET,Manhattan,10035,1017500028,1089917,MN-11,9,198,MN34,40.80545855,-73.93996941,40.80568067,-73.93959354,,New Construction,Non Prevailing Wage,421a,0,0,12,0,0,0,0,4,8,0,0,0,0,0,12,0,12,75,1089917,1017500028,,3162018,Amanda_Manual,121192636,,,1-to-1,2015,NB,75
0101000020E610000050D56FEC7A7C52C05C7A6E801D5B4440,320623250,50655,695 GRAND STREET,12/22/15,,50655958176,958176,,695,GRAND STREET,Brooklyn,11211,3027820036,3069426,BK-01,34,495,BK90,40.71156599,-73.94479728,40.71183782,-73.94500266,,New Construction,Non Prevailing Wage,420c,16,13,12,9,0,1,9,15,19,8,0,0,0,0,51,0,51,51,3069426,3027820036,,3162018,Amanda_Manual,320623250,,,1-to-1,2016,NB,51
0101000020E6100000D6E80FAC6E7F52C08C5C8132D75E4440,121184734,53006,7 West 21st Street,5/14/15,5/23/17,53006966614,966614,,7,WEST 21 STREET,Manhattan,10010,1008237507,1090231,MN-05,3,58,MN13,40.74053058,-73.99112995,40.7409423,-73.99112989,5/23/17,New Construction,Non Prevailing Wage,421a,0,0,58,0,0,0,12,33,12,1,0,0,0,0,58,0,58,289,1090231,1008237507,,3162018,BINandBBL,121184734,,,1-to-1,2014,NB,289
0101000020E610000043B76EB5947C52C0155CC545E2654440,121629390,65070,71 EAST 110TH STREET,4/25/16,11/16/16,65070957363,957363,,71,EAST 110 STREET,Manhattan,10029,1016160030,,MN-11,8,17402,MN33,40.79588563,-73.94698825,40.79596779,-73.94657646,11/16/16,New Construction,Non Prevailing Wage,421a,0,0,3,0,0,0,1,0,2,0,0,0,0,0,3,0,3,14,,1016160030,,3162018,BBLOnly,121629390,,,1-to-1,2014,NB,14
0101000020E610000048D9A6A15B7A52C071001ECDE86C4440,220357423,65071,74 WEST TREMONT AVENUE,1/5/17,,65071122172,122172,,74,WEST TREMONT AVENUE,Bronx,10453,2028620006,2124607,BX-05,14,217,BX36,40.85102492,-73.91212446,40.85085453,-73.91184274,,New Construction,Non Prevailing Wage,421a,0,0,7,0,0,0,0,3,4,0,0,0,0,0,7,0,7,34,2124607,2028620006,,3162018,BINandBBL,220357423,,,1-to-1,2014,NB,34
0101000020E6100000F977C773477C52C0C55C4A44155B4440,320577746,51297,774 Grand Street,11/24/14,,51297951365,951365,,284,HUMBOLDT STREET,Brooklyn,11206,3027907504,3424459,BK-01,34,495,BK90,40.7114302,-73.94215701,40.71158651,-73.9418611,,New Construction,Non Prevailing Wage,421a,0,0,13,0,0,0,3,3,7,0,0,0,0,0,13,0,13,64,3424459,3027907504,,3162018,BINandBBL,320577746,,,1-to-1,2014,NB,64
0101000020E6100000755B22175C7C52C05E626EEF815B4440,320627390,54304,781 Metropolitan Avenue,12/4/15,,54304975737,975737,,771,METROPOLITAN AVENUE,Brooklyn,11211,3027607502,,BK-01,34,497,BK90,40.71461484,-73.94358272,40.71490281,-73.94312075,,New Construction,Non Prevailing Wage,421a,0,0,16,0,0,0,4,4,8,0,0,0,0,0,16,0,16,80,,3027607502,,3162018,BBLOnly,320627390,,,1-to-1,2015,NB,80
0101000020E610000043068FC2777C52C00ED7EE479F584440,320467945,65072,785 DEKALB AVENUE,5/16/17,,65072977416,977416,,785,DEKALB AVENUE,Brooklyn,11221,3017760067,3398428,BK-03,36,261,BK75,40.69216313,-73.94457174,40.69236087,-73.94480957,,New Construction,Non Prevailing Wage,421a,0,0,14,0,0,0,1,6,7,0,0,0,0,0,14,0,14,70,3398428,3017760067,,3162018,BINandBBL,320467945,,,1-to-1,2013,NB,70
0101000020E6100000B5982BC5867E52C0FC57B153875C4440,121192574,54982,79-89 Avenue D,5/11/15,,54982966340,966340,,79,AVENUE D,Manhattan,10009,1003760033,1004489,MN-03,2,2602,MN28,40.72270689,-73.97675571,40.72287985,-73.97697572,,New Construction,Non Prevailing Wage,421a,0,0,22,0,0,0,8,7,6,1,0,0,0,0,22,0,22,110,1004489,1003760033,,3162018,BINandBBL,121192574,,,1-to-1,2015,NB,110
0101000020E610000047972F16237C52C03C5F1EF8B9594440,320914178,66059,810 FLUSHING AVENUE,9/5/17,,66059969631,969631,,810,FLUSHING AVENUE,Brooklyn,11206,3031317501,,BK-04,34,389,BK78,40.70121022,-73.93977476,40.70098783,-73.93964152,,New Construction,Non Prevailing Wage,421a,0,0,9,0,0,0,0,9,0,0,0,0,0,0,9,0,9,42,,3031317501,,3162018,BBLOnly,320914178,,,1-to-1,2015,NB,42
0101000020E61000000BE4C048FB7D52C0F05B63867C574440,320597083,61902,810 FULTON STREET,3/28/17,,61902974040,974040,,810,FULTON STREET,Brooklyn,11238,3020090026,,BK-02,35,199,BK69,40.68414112,-73.96904597,40.6834877,-73.96846217,,New Construction,Non Prevailing Wage,421a,0,0,73,0,0,0,22,36,15,0,0,0,0,0,73,0,73,363,,3020090026,,3162018,Amanda_Manual,320597083,,,1-to-1,2015,NB,363
0101000020E6100000C42FAB664C7B52C0AF7F3221C1694440,220211964,50088,810 River,6/26/14,,50088949394,949394,,810,RIVER AVENUE,Bronx,10451,2024830005,2002976,BX-04,8,63,BX63,40.82609132,-73.92692489,40.82620635,-73.92653815,,New Construction,Non Prevailing Wage,Article XI,0,22,84,27,0,1,19,57,27,31,0,0,0,0,134,0,134,134,2002976,2024830005,,3162018,BINandBBL,220211964,,,1-to-1,2015,NB,134
0101000020E6100000C88A6D94ED7D52C0A4B0E65B7A574440,320596565,54866,840 Fulton Street,6/4/15,,54866966329,966329,,840,FULTON STREET,Brooklyn,11238,3020100025,3057532,BK-02,35,199,BK69,40.68366591,-73.96773016,40.6834216,-73.96762572,,New Construction,Non Prevailing Wage,421a,0,0,8,0,0,0,1,3,4,0,0,0,0,0,8,0,8,39,3057532,3020100025,,3162018,BINandBBL,320596565,,,1-to-1,2015,NB,39
